Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2607073182,SO2607073182,11/07/2026,C1003,TB HARAPAN TEKNIK,001-S2,Budi Darmawan,20G733J978,1,103900,23.17,3
INV2607073183,SO2607073183,09/07/2026,C1004,PT MULIA MAKMUR,001-S4,Wahyu Fauzi,25F923X638,5,341400,23.81,3
INV2607073184,SO2607073184,12/07/2026,C1004,PT MULIA MAKMUR,001-S4,Wahyu Fauzi,67B846Q378,2,218500,21.08,3
INV2607073185,SO2607073185,14/07/2026,C1006,CV UTARA PERDANA,001-S4,Wahyu Fauzi,98W512U702,3,677200,22.9,3
INV2607073186,SO2607073186,03/07/2026,C1006,CV UTARA PERDANA,001-S4,Wahyu Fauzi,61M783U849,1,260600,21.28,3
INV2607073187,SO2607073187,07/07/2026,C1006,CV UTARA PERDANA,001-S4,Wahyu Fauzi,43J409X105,2,247900,22.05,3
INV2607073188,SO2607073188,08/07/2026,C1006,CV UTARA PERDANA,001-S4,Wahyu Fauzi,64L442J617,2,676100,26.59,3
INV2607073189,SO2607073189,06/07/2026,C1006,CV UTARA PERDANA,001-S4,Wahyu Fauzi,41A335R997,3,514200,24.88,3
INV2607073190,SO2607073190,22/07/2026,C1007,TOKO BUANA KARYA,001-S4,Wahyu Fauzi,47S229U778,2,144500,18.85,3
INV2607073191,SO2607073191,19/07/2026,C1007,TOKO BUANA KARYA,001-S4,Wahyu Fauzi,85W210U401,6,332100,23.85,3
INV2607073192,SO2607073192,14/07/2026,C1007,TOKO BUANA KARYA,001-S4,Wahyu Fauzi,71J223B266,3,225200,38.59,3
INV2607073193,SO2607073193,27/07/2026,C1007,TOKO BUANA KARYA,001-S4,Wahyu Fauzi,79A509G922,5,44900,20.13,3
INV2607073194,SO2607073194,14/07/2026,C1008,PD SENTOSA GEMILANG,001-S3,Sigit Pratama,83T647M121,2,1000,25.65,3
INV2607073195,SO2607073195,01/07/2026,C1010,TOKO NUSANTARA PERDANA,001-S4,Wahyu Fauzi,59L320S828,2,156400,26.58,3
INV2607073196,SO2607073196,18/07/2026,C1010,TOKO NUSANTARA PERDANA,001-S4,Wahyu Fauzi,49L153N369,5,175300,20.58,3
INV2607073197,SO2607073197,23/07/2026,C1011,PD PERKASA GEMILANG,001-S3,Sigit Pratama,42H991S513,8,95200,20.46,3
INV2607073198,SO2607073198,16/07/2026,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,98M408Q472,2,1805300,23.56,3
INV2607073199,SO2607073199,27/07/2026,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,46W664R355,1,789000,23.41,3
INV2607073200,SO2607073200,22/07/2026,C1014,PT PUTRA RAYA,001-S4,Wahyu Fauzi,71J223B266,40,410300,38.74,3
INV2607073201,SO2607073201,14/07/2026,C1016,UD PUTRA PRATAMA,002-S4,Maman Susanto,44G316N438,2,1000,23.8,3
INV2607073202,SO2607073202,07/07/2026,C1016,UD PUTRA PRATAMA,002-S4,Maman Susanto,70Y738J607,78,74400,23.23,3
INV2607073203,SO2607073203,23/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,82C455B445,1,395600,23.13,3
INV2607073204,SO2607073204,09/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,96Y582E467,2,291800,24.69,3
INV2607073205,SO2607073205,24/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,49D654R239,6,464700,20.36,3
INV2607073206,SO2607073206,16/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,81F409T245,28,42700,23.24,3
INV2607073207,SO2607073207,12/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,81F409T245,148,78900,22.82,3
INV2607073208,SO2607073208,13/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,73N660Y104,74,42800,21.12,3
INV2607073209,SO2607073209,01/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,15F607H113,1,705700,21.25,3
INV2607073210,SO2607073210,21/07/2026,C1017,PT CAHAYA MOTOR,002-S4,Maman Susanto,77B452J690,3,743400,22.24,3
INV2607073211,SO2607073211,23/07/2026,C1020,PT CIPTA SUKSES,002-S4,Maman Susanto,79M427M897,1,367200,24.07,3
INV2607073212,SO2607073212,26/07/2026,C1020,PT CIPTA SUKSES,002-S4,Maman Susanto,71J223B266,153,251600,38.44,3
INV2607073213,SO2607073213,17/07/2026,C1020,PT CIPTA SUKSES,002-S4,Maman Susanto,29C112W840,2,118100,22.25,3
INV2607073214,SO2607073214,23/07/2026,C1020,PT CIPTA SUKSES,002-S4,Maman Susanto,59X624K456,3,969500,23.32,3
INV2607073215,SO2607073215,17/07/2026,C1020,PT CIPTA SUKSES,002-S4,Maman Susanto,95U194X326,4,729600,24.14,3
INV2607073216,SO2607073216,15/07/2026,C1020,PT CIPTA SUKSES,002-S4,Maman Susanto,40Y585V333,2,1000,24.85,3
INV2607073217,SO2607073217,22/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,18K425Y368,2,1000,23.96,3
INV2607073218,SO2607073218,19/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,90V477U159,1,818800,22.73,3
INV2607073219,SO2607073219,08/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,25Y141Y586,135,49900,21.28,3
INV2607073220,SO2607073220,06/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,13X668Z623,113,376500,39.24,3
INV2607073221,SO2607073221,07/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,89L218K963,74,211500,38.44,3
INV2607073222,SO2607073222,13/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,43C277B235,1,558500,23.48,3
INV2607073223,SO2607073223,06/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,85U563Z744,34,1000,19.07,3
INV2607073224,SO2607073224,28/07/2026,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,32S210F120,385,45700,21.34,3
INV2607073225,SO2607073225,14/07/2026,C1022,CV UTAMA MULTINDO,002-S3,Teguh Suryana,29Y732T634,5,52000,23.27,3
INV2607073226,SO2607073226,17/07/2026,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,74N533L365,1,528000,25.33,3
INV2607073227,SO2607073227,27/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,45J330U523,1,475900,24.42,3
INV2607073228,SO2607073228,16/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,23A433V455,24,247700,41.0,3
INV2607073229,SO2607073229,17/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,72N508F253,2,586200,22.48,3
INV2607073230,SO2607073230,17/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,85V198C724,1,519000,23.38,3
INV2607073231,SO2607073231,08/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,36W557D174,1,818200,24.73,3
INV2607073232,SO2607073232,15/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,35E472X468,1,1000,25.89,3
INV2607073233,SO2607073233,17/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,52N105K497,150,367000,41.34,3
INV2607073234,SO2607073234,21/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,23A433V455,39,636200,36.97,3
INV2607073235,SO2607073235,07/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,52N105K497,76,243400,38.19,3
INV2607073236,SO2607073236,11/07/2026,C1024,TB SURYA MAKMUR,002-S4,Maman Susanto,91P480F479,2,823800,23.0,3
INV2607073237,SO2607073237,07/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,52U604V741,1,1150200,21.8,3
INV2607073238,SO2607073238,26/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,15C185M614,2,335500,22.37,3
INV2607073239,SO2607073239,09/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,89L218K963,194,94900,38.68,3
INV2607073240,SO2607073240,02/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,52M920M367,1,1323000,25.25,3
INV2607073241,SO2607073241,27/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,13Q711N389,2,157800,21.59,3
INV2607073242,SO2607073242,04/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,67D953Q168,5,290900,21.65,3
INV2607073243,SO2607073243,18/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,41U897M115,70,10600,21.95,3
INV2607073244,SO2607073244,07/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,36W960M806,2,112800,21.62,3
INV2607073245,SO2607073245,05/07/2026,C1025,TOKO MAJU BERSATU,002-S3,Teguh Suryana,27T115D928,3,624500,24.68,3
INV2607073246,SO2607073246,07/07/2026,C1029,TOKO PUTRA UTAMA,002-S4,Maman Susanto,17Q257A695,1,980000,24.29,3
INV2607073247,SO2607073247,11/07/2026,C1029,TOKO PUTRA UTAMA,002-S4,Maman Susanto,60M220B815,8,493900,24.52,3
INV2607073248,SO2607073248,15/07/2026,C1029,TOKO PUTRA UTAMA,002-S4,Maman Susanto,23A433V455,130,206400,38.73,3
INV2607073249,SO2607073249,05/07/2026,C1029,TOKO PUTRA UTAMA,002-S4,Maman Susanto,52N105K497,77,319600,38.84,3
INV2607073250,SO2607073250,10/07/2026,C1029,TOKO PUTRA UTAMA,002-S4,Maman Susanto,79D766M988,6,156700,23.65,3
INV2607073251,SO2607073251,10/07/2026,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,73W718Q256,2,1000,20.68,3
INV2607073252,SO2607073252,19/07/2026,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,25Q403X156,126,1000,23.71,3
INV2607073253,SO2607073253,03/07/2026,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,85N565C686,1,255100,23.33,3
INV2607073254,SO2607073254,27/07/2026,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,91N605X347,1,1000,23.18,3
INV2607073255,SO2607073255,09/07/2026,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,19Q107Y707,41,40200,24.18,3
INV2607073256,SO2607073256,18/07/2026,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,14D766K716,6,176600,24.49,3
INV2607073257,SO2607073257,25/07/2026,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,13X668Z623,58,315100,38.24,3
INV2607073258,SO2607073258,18/07/2026,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,95F489J715,1,738400,22.27,3
INV2607073259,SO2607073259,23/07/2026,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,13X668Z623,10,473600,39.7,3
INV2607073260,SO2607073260,11/07/2026,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,97F800S792,1,922400,23.31,3
INV2607073261,SO2607073261,20/07/2026,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,42U752R449,6,1000,23.11,3
INV2607073262,SO2607073262,02/07/2026,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,11D981W332,2,1000,25.7,3
INV2607073263,SO2607073263,02/07/2026,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,28Z665M306,1,1769600,26.39,3
INV2607073264,SO2607073264,21/07/2026,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,48Z694C924,1,2120200,25.14,3
INV2607073265,SO2607073265,22/07/2026,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,29U275B490,8,1000,22.28,3
INV2607073266,SO2607073266,19/07/2026,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,89L218K963,250,394200,40.18,3
INV2607073267,SO2607073267,22/07/2026,C1035,TB SENTOSA PRATAMA,002-S1,Kusuma Darmawan,87T833U851,5,370800,24.5,3
INV2607073268,SO2607073268,08/07/2026,C1036,PT CIPTA SERVIS,003-S3,Maman Permana,83N966R507,8,194700,23.88,3
INV2607073269,SO2607073269,22/07/2026,C1036,PT CIPTA SERVIS,003-S3,Maman Permana,20M764N682,3,128500,24.18,3
INV2607073270,SO2607073270,12/07/2026,C1036,PT CIPTA SERVIS,003-S3,Maman Permana,37T405A708,4,1317000,19.37,3
INV2607073271,SO2607073271,27/07/2026,C1036,PT CIPTA SERVIS,003-S3,Maman Permana,83N966R507,9,137300,23.2,3
INV2607073272,SO2607073272,15/07/2026,C1036,PT CIPTA SERVIS,003-S3,Maman Permana,37T405A708,2,818400,17.96,3
INV2607073273,SO2607073273,03/07/2026,C1037,UD HARAPAN MANDIRI,003-S5,Gunawan Hartono,29Y732T634,4,221800,24.49,3
INV2607073274,SO2607073274,06/07/2026,C1037,UD HARAPAN MANDIRI,003-S5,Gunawan Hartono,13Q711N389,1,92100,21.51,3
INV2607073275,SO2607073275,04/07/2026,C1037,UD HARAPAN MANDIRI,003-S5,Gunawan Hartono,41U842C151,1,1411500,15.57,3
INV2607073276,SO2607073276,02/07/2026,C1037,UD HARAPAN MANDIRI,003-S5,Gunawan Hartono,83N966R507,5,160200,23.77,3
INV2607073277,SO2607073277,26/07/2026,C1038,PD MAKMUR BENGKEL,003-S4,Surya Suryadi,37T405A708,2,1045500,19.11,3
INV2607073278,SO2607073278,27/07/2026,C1039,CV PUTRA BENGKEL,003-S6,Dani Nugraha,29Y732T634,24,162000,24.78,3
INV2607073279,SO2607073279,16/07/2026,C1039,CV PUTRA BENGKEL,003-S6,Dani Nugraha,54H153B851,3,581500,22.24,3
INV2607073280,SO2607073280,02/07/2026,C1042,UD CAHAYA PRATAMA,003-S3,Maman Permana,70Y738J607,119,59400,22.16,3
INV2607073281,SO2607073281,04/07/2026,C1042,UD CAHAYA PRATAMA,003-S3,Maman Permana,23A433V455,16,191300,37.16,3
INV2607073282,SO2607073282,28/07/2026,C1044,PT BERKAH KARYA,003-S4,Surya Suryadi,71J223B266,19,336200,36.77,3
INV2607073283,SO2607073283,11/07/2026,C1044,PT BERKAH KARYA,003-S4,Surya Suryadi,24X825J750,1,1427000,21.78,3
INV2607073284,SO2607073284,08/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,19Q107Y707,164,41600,20.55,3
INV2607073285,SO2607073285,05/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,80Z760A145,5,1000,23.78,3
INV2607073286,SO2607073286,02/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,61T379U123,1,653900,22.34,3
INV2607073287,SO2607073287,20/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,51K858R644,1,151800,21.58,3
INV2607073288,SO2607073288,02/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,64B599Z937,4,1000,25.72,3
INV2607073289,SO2607073289,06/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,13K855U244,50,16600,21.38,3
INV2607073290,SO2607073290,03/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,42N311T781,3,312400,26.15,3
INV2607073291,SO2607073291,16/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,28Y325C508,1,1169400,22.7,3
INV2607073292,SO2607073292,18/07/2026,C1045,PT SURYA DIESEL MOTOR,003-S4,Surya Suryadi,25Q403X156,1,63000,24.66,3
INV2607073293,SO2607073293,13/07/2026,C1046,TOKO BERSAMA AUTOPARTS,003-S5,Gunawan Hartono,16L823D224,7,354500,24.97,3
INV2607073294,SO2607073294,21/07/2026,C1047,CV MANDIRI AUTO,003-S2,Wibowo Cahyadi,46J206V719,1,709900,24.92,3
INV2607073295,SO2607073295,22/07/2026,C1047,CV MANDIRI AUTO,003-S2,Wibowo Cahyadi,48E964A464,1,466700,21.83,3
INV2607073296,SO2607073296,07/07/2026,C1048,PT PRIMA ABADI,003-S5,Gunawan Hartono,66J896U564,2,1368300,23.03,3
INV2607073297,SO2607073297,13/07/2026,C1049,PT TIMUR KARYA,003-S1,Yuli Tanjung,50H746N670,4,850200,21.79,3
INV2607073298,SO2607073298,01/07/2026,C1049,PT TIMUR KARYA,003-S1,Yuli Tanjung,17U859N118,2,1000,13.61,3
INV2607073299,SO2607073299,20/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,57Q493C657,2,1000,21.94,3
INV2607073300,SO2607073300,08/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,82S558P862,1,644500,23.9,3
INV2607073301,SO2607073301,04/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,29Y732T634,3,77300,25.67,3
INV2607073302,SO2607073302,18/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,44A616G751,8,372700,25.21,3
INV2607073303,SO2607073303,03/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,13Q711N389,5,297400,22.22,3
INV2607073304,SO2607073304,27/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,82S933C243,1,1095400,21.38,3
INV2607073305,SO2607073305,01/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,83N966R507,14,234500,23.81,3
INV2607073306,SO2607073306,13/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,68U146M506,2,257400,26.53,3
INV2607073307,SO2607073307,15/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,69V958F630,2,114700,16.9,3
INV2607073308,SO2607073308,03/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,85K764D398,7,1000,24.34,3
INV2607073309,SO2607073309,01/07/2026,C1050,TOKO PERKASA SPAREPART,003-S4,Surya Suryadi,52S223Z646,1,392800,21.79,3
INV2607073310,SO2607073310,03/07/2026,C1051,TOKO ABADI NIAGA,003-S2,Wibowo Cahyadi,19W748P279,3,286800,24.65,3
INV2607073311,SO2607073311,04/07/2026,C1052,TOKO AGUNG SERVIS,003-S2,Wibowo Cahyadi,81R274T746,4,167500,28.3,3
INV2607073312,SO2607073312,20/07/2026,C1052,TOKO AGUNG SERVIS,003-S2,Wibowo Cahyadi,17G158E167,1,1027500,23.99,3
INV2607073313,SO2607073313,23/07/2026,C1052,TOKO AGUNG SERVIS,003-S2,Wibowo Cahyadi,90H661Q143,1,396700,24.29,3
INV2607073314,SO2607073314,03/07/2026,C1052,TOKO AGUNG SERVIS,003-S2,Wibowo Cahyadi,10S441B980,2,1000,23.78,3
INV2607073315,SO2607073315,20/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,13X668Z623,384,234500,38.19,3
INV2607073316,SO2607073316,03/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,13X668Z623,40,403700,40.31,3
INV2607073317,SO2607073317,05/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,23A433V455,31,433800,38.36,3
INV2607073318,SO2607073318,17/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,38B790F133,21,387100,38.63,3
INV2607073319,SO2607073319,05/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,38B790F133,55,234500,37.7,3
INV2607073320,SO2607073320,01/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,13X668Z623,16,346800,40.03,3
INV2607073321,SO2607073321,04/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,52N105K497,65,398500,36.16,3
INV2607073322,SO2607073322,20/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,89L218K963,5,239100,40.02,3
INV2607073323,SO2607073323,19/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,38B790F133,68,228700,40.13,3
INV2607073324,SO2607073324,03/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,13X668Z623,45,286900,37.87,3
INV2607073325,SO2607073325,19/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,38B790F133,108,420700,39.47,3
INV2607073326,SO2607073326,09/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,89L218K963,148,352300,36.58,3
INV2607073327,SO2607073327,26/07/2026,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,52N105K497,51,195400,38.82,3
INV2607073328,SO2607073328,17/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,89L218K963,13,378900,39.26,3
INV2607073329,SO2607073329,01/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,81D887W318,1,1000,24.09,3
INV2607073330,SO2607073330,08/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,16Q868Y611,4,673400,23.65,3
INV2607073331,SO2607073331,09/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,90P592S278,2,797700,24.01,3
INV2607073332,SO2607073332,20/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,11G285B380,2,783700,24.65,3
INV2607073333,SO2607073333,22/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,71J223B266,69,192000,39.69,3
INV2607073334,SO2607073334,27/07/2026,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,89L218K963,40,236200,38.86,3
INV2607073335,SO2607073335,19/07/2026,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,52N105K497,49,285500,36.56,3
INV2607073336,SO2607073336,17/07/2026,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,52N105K497,74,197600,38.13,3
INV2607073337,SO2607073337,26/07/2026,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,65J756W865,4,226700,24.09,3
INV2607073338,SO2607073338,27/07/2026,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,38B790F133,19,330800,38.39,3
INV2607073339,SO2607073339,11/07/2026,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,25J334N920,1,236500,24.47,3
INV2607073340,SO2607073340,11/07/2026,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,73X712E695,7,941600,23.66,3
INV2607073341,SO2607073341,13/07/2026,C1057,UD BUANA SEJAHTERA,003-S2,Wibowo Cahyadi,25J372F990,5,331900,24.37,3
INV2607073342,SO2607073342,07/07/2026,C1058,PT SEJAHTERA PRATAMA,003-S6,Dani Nugraha,79A509G922,5,201400,21.0,3
INV2607073343,SO2607073343,04/07/2026,C1058,PT SEJAHTERA PRATAMA,003-S6,Dani Nugraha,81U416W212,2,195000,24.24,3
INV2607073344,SO2607073344,12/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,29Y732T634,4,344100,24.42,3
INV2607073345,SO2607073345,13/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,73A780T255,1,634500,17.9,3
INV2607073346,SO2607073346,12/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,19Q107Y707,122,70000,20.71,3
INV2607073347,SO2607073347,01/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,51A251A832,2,1000,23.41,3
INV2607073348,SO2607073348,08/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,64K665K693,2,185100,20.35,3
INV2607073349,SO2607073349,09/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,25Y141Y586,348,67000,21.04,3
INV2607073350,SO2607073350,11/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,13X668Z623,341,352400,39.23,3
INV2607073351,SO2607073351,19/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,72N148E767,2,1056800,17.87,3
INV2607073352,SO2607073352,19/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,41U897M115,190,51900,19.36,3
INV2607073353,SO2607073353,09/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,72T128M262,1,1245800,23.41,3
INV2607073354,SO2607073354,21/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,96N173S631,1,1508000,26.51,3
INV2607073355,SO2607073355,20/07/2026,C1060,TOKO BARAT OTOMOTIF,003-S6,Dani Nugraha,29Y732T634,6,223400,23.19,3
INV2607073356,SO2607073356,12/07/2026,C1061,PT BERSAMA MAKMUR,003-S4,Surya Suryadi,28X150B127,4,202100,23.13,3
INV2607073357,SO2607073357,07/07/2026,C1061,PT BERSAMA MAKMUR,003-S4,Surya Suryadi,57Q493C657,3,126900,22.01,3
INV2607073358,SO2607073358,10/07/2026,C1061,PT BERSAMA MAKMUR,003-S4,Surya Suryadi,48D589B863,5,676400,23.74,3
INV2607073359,SO2607073359,22/07/2026,C1061,PT BERSAMA MAKMUR,003-S4,Surya Suryadi,57L684K497,1,1000,23.18,3
INV2607073360,SO2607073360,14/07/2026,C1061,PT BERSAMA MAKMUR,003-S4,Surya Suryadi,29B165Q552,3,455700,22.95,3
INV2607073361,SO2607073361,18/07/2026,C1066,CV BARAT DIESEL,004-S1,Joko Rahayu,38B790F133,45,271800,38.97,3
INV2607073362,SO2607073362,12/07/2026,C1066,CV BARAT DIESEL,004-S1,Joko Rahayu,52U604V741,1,945000,18.94,3
INV2607073363,SO2607073363,17/07/2026,C1066,CV BARAT DIESEL,004-S1,Joko Rahayu,13X668Z623,179,230400,39.21,3
