Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2501039549,SO2501039549,27/01/2025,C1078,PT KARYA BERSATU,004-S2,Yanto Pratama,57M624X879,19,173200,20.41,3
INV2501039550,SO2501039550,11/01/2025,C1078,PT KARYA BERSATU,004-S2,Yanto Pratama,97W575P162,1,1083500,20.1,3
INV2501039551,SO2501039551,05/01/2025,C1082,PT UTARA BENGKEL,005-S1,Joko Cahyadi,85P440L610,85,339200,39.82,3
INV2501039552,SO2501039552,18/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,50C647B307,2,1000,24.1,3
INV2501039553,SO2501039553,14/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,47T706B912,3,887200,25.76,3
INV2501039554,SO2501039554,13/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,45R702W841,2,1371400,22.13,3
INV2501039555,SO2501039555,05/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,81P585V119,2,1000,26.04,3
INV2501039556,SO2501039556,27/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,84F292N860,5,523000,22.37,3
INV2501039557,SO2501039557,14/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,82T619Q189,1,2551200,22.67,3
INV2501039558,SO2501039558,07/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,91C639H458,2,211100,25.55,3
INV2501039559,SO2501039559,20/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,38V593G414,1,1094000,24.8,3
INV2501039560,SO2501039560,05/01/2025,C1083,CV ANUGERAH SEJAHTERA,005-S3,Sigit Nugraha,56Z686F690,4,22200,16.74,3
INV2501039561,SO2501039561,10/01/2025,C1086,TOKO SURYA PARTS,005-S3,Sigit Nugraha,86B762F555,2,428100,24.52,3
INV2501039562,SO2501039562,12/01/2025,C1086,TOKO SURYA PARTS,005-S3,Sigit Nugraha,70G330V301,1,1000,24.77,3
INV2501039563,SO2501039563,05/01/2025,C1086,TOKO SURYA PARTS,005-S3,Sigit Nugraha,74L163C435,23,60200,21.85,3
INV2501039564,SO2501039564,21/01/2025,C1087,TB MAKMUR GEMILANG,005-S2,Fitri Nugraha,17N202H712,1,159500,20.59,3
INV2501039565,SO2501039565,04/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,44T632M601,33,335300,37.94,3
INV2501039566,SO2501039566,28/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,97Z976X813,4,658300,22.94,3
INV2501039567,SO2501039567,01/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,33J828N810,1,1730900,27.33,3
INV2501039568,SO2501039568,21/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,87D321R260,1,714300,22.28,3
INV2501039569,SO2501039569,22/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,47F527Y605,1,635400,23.79,3
INV2501039570,SO2501039570,19/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,84N838B423,7,168700,37.58,3
INV2501039571,SO2501039571,04/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,77N889D756,2,447800,23.2,3
INV2501039572,SO2501039572,13/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,80B606V147,1,484700,23.52,3
INV2501039573,SO2501039573,28/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,84N838B423,162,332100,35.73,3
INV2501039574,SO2501039574,03/01/2025,C1088,TB DHARMA JASA,005-S1,Joko Cahyadi,10A100E412,1,742100,24.55,3
INV2501039575,SO2501039575,24/01/2025,C1089,PT AGUNG TEKNIK,005-S3,Sigit Nugraha,59V793X698,2,432400,25.37,3
INV2501039576,SO2501039576,17/01/2025,C1090,CV ABADI LESTARI,005-S3,Sigit Nugraha,96Q332D906,1,134100,26.78,3
INV2501039577,SO2501039577,03/01/2025,C1090,CV ABADI LESTARI,005-S3,Sigit Nugraha,19K823Y952,55,43700,23.07,3
INV2501039578,SO2501039578,10/01/2025,C1090,CV ABADI LESTARI,005-S3,Sigit Nugraha,85P440L610,113,289300,37.88,3
INV2501039579,SO2501039579,20/01/2025,C1090,CV ABADI LESTARI,005-S3,Sigit Nugraha,40H897P206,1,609800,24.26,3
INV2501039580,SO2501039580,05/01/2025,C1090,CV ABADI LESTARI,005-S3,Sigit Nugraha,40Y597J715,1,498600,17.03,3
INV2501039581,SO2501039581,23/01/2025,C1090,CV ABADI LESTARI,005-S3,Sigit Nugraha,75W808T180,11,1000,22.78,3
INV2501039582,SO2501039582,04/01/2025,C1092,UD PERSADA BENGKEL,005-S2,Fitri Nugraha,74L163C435,3,18500,26.06,3
INV2501039583,SO2501039583,01/01/2025,C1092,UD PERSADA BENGKEL,005-S2,Fitri Nugraha,51B293V249,2,859500,22.48,3
INV2501039584,SO2501039584,14/01/2025,C1092,UD PERSADA BENGKEL,005-S2,Fitri Nugraha,48Q281J561,1,1564300,24.08,3
INV2501039585,SO2501039585,07/01/2025,C1092,UD PERSADA BENGKEL,005-S2,Fitri Nugraha,57M624X879,5,155700,27.99,3
INV2501039586,SO2501039586,12/01/2025,C1095,PT BERSAMA PERDANA,006-S2,Taufik Iskandar,84J618T517,9,1000,22.71,3
INV2501039587,SO2501039587,23/01/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,43K359P654,50,286700,37.98,3
INV2501039588,SO2501039588,14/01/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,57M624X879,17,224800,23.43,3
INV2501039589,SO2501039589,19/01/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,95S196Q488,5,576300,21.37,3
INV2501039590,SO2501039590,04/01/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,17U474H914,1,878700,24.02,3
INV2501039591,SO2501039591,15/01/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,16M768T328,12,281700,25.31,3
INV2501039592,SO2501039592,10/01/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,57M624X879,3,162700,22.68,3
INV2501039593,SO2501039593,01/01/2025,C1101,TB MANDIRI OTOMOTIF,007-S4,Wahyu Permana,87B337W776,128,8400,22.87,3
INV2501039594,SO2501039594,03/01/2025,C1101,TB MANDIRI OTOMOTIF,007-S4,Wahyu Permana,84N838B423,101,276600,38.49,3
INV2501039595,SO2501039595,07/01/2025,C1102,CV PRIMA RAYA,007-S3,Mahendra Permana,16M768T328,6,196100,24.01,3
INV2501039596,SO2501039596,21/01/2025,C1108,TB GEMILANG PARTS,008-S3,Bambang Permana,45E231P273,4,39200,21.17,3
INV2501039597,SO2501039597,14/01/2025,C1108,TB GEMILANG PARTS,008-S3,Bambang Permana,82G882W445,4,815400,24.45,3
INV2501039598,SO2501039598,10/01/2025,C1108,TB GEMILANG PARTS,008-S3,Bambang Permana,84N838B423,29,389000,37.45,3
INV2501039599,SO2501039599,20/01/2025,C1108,TB GEMILANG PARTS,008-S3,Bambang Permana,35K172J996,8,692400,21.75,3
INV2501039600,SO2501039600,01/01/2025,C1109,CV HARAPAN MULTINDO,008-S2,Irfan Purnama,96E654F696,105,35700,21.96,3
INV2501039601,SO2501039601,20/01/2025,C1109,CV HARAPAN MULTINDO,008-S2,Irfan Purnama,37N358Y580,3,362700,39.15,3
INV2501039602,SO2501039602,02/01/2025,C1109,CV HARAPAN MULTINDO,008-S2,Irfan Purnama,20U711G869,7,178500,24.55,3
INV2501039603,SO2501039603,16/01/2025,C1109,CV HARAPAN MULTINDO,008-S2,Irfan Purnama,14T776Q883,3,422600,23.55,3
INV2501039604,SO2501039604,09/01/2025,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,57M624X879,6,175900,20.43,3
INV2501039605,SO2501039605,04/01/2025,C1111,TOKO UTAMA PRATAMA,008-S4,Fitri Firmansyah,24T181C813,2,487100,25.45,3
INV2501039606,SO2501039606,13/01/2025,C1111,TOKO UTAMA PRATAMA,008-S4,Fitri Firmansyah,18L386E207,2,701800,23.84,3
INV2501039607,SO2501039607,16/01/2025,C1111,TOKO UTAMA PRATAMA,008-S4,Fitri Firmansyah,33S925H853,1,795500,26.1,3
INV2501039608,SO2501039608,27/01/2025,C1116,CV INDAH NIAGA,008-S4,Fitri Firmansyah,97P770Z553,237,25600,23.37,3
INV2501039609,SO2501039609,10/01/2025,C1116,CV INDAH NIAGA,008-S4,Fitri Firmansyah,84N838B423,96,132800,38.16,3
INV2501039610,SO2501039610,23/01/2025,C1119,PT HARAPAN SUKSES,008-S4,Fitri Firmansyah,89V823L727,7,990200,24.09,3
INV2501039611,SO2501039611,06/01/2025,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,22N326V650,1,1000,22.92,3
INV2501039612,SO2501039612,21/01/2025,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,49W833X585,1,693800,24.18,3
INV2501039613,SO2501039613,17/01/2025,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,78R770Y347,2,298600,22.15,3
INV2501039614,SO2501039614,28/01/2025,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,58Q119F638,4,1080000,24.08,3
INV2501039615,SO2501039615,08/01/2025,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,80K825X500,1,1026900,24.49,3
INV2501039616,SO2501039616,27/01/2025,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,46K369M994,2,1000,20.73,3
INV2501039617,SO2501039617,11/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,93U988Q353,3,701300,21.51,3
INV2501039618,SO2501039618,01/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,86H575H202,1,462200,23.9,3
INV2501039619,SO2501039619,16/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,29Z237W299,5,454500,24.59,3
INV2501039620,SO2501039620,19/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,63E366X110,2,1000,24.29,3
INV2501039621,SO2501039621,28/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,67N369R951,1,1020000,23.42,3
INV2501039622,SO2501039622,01/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,77J473L783,1,469500,25.55,3
INV2501039623,SO2501039623,22/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,93W906G628,1,513400,23.26,3
INV2501039624,SO2501039624,28/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,81J932M634,2,1417200,25.62,3
INV2501039625,SO2501039625,14/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,57Y559Q484,1,694600,23.49,3
INV2501039626,SO2501039626,10/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,93S496B321,1,1648700,21.55,3
INV2501039627,SO2501039627,24/01/2025,C1125,PD SENTOSA SEJAHTERA,008-S3,Bambang Permana,28L925R414,5,413400,23.5,3
INV2501039628,SO2501039628,02/01/2025,C1127,PT BUANA MANDIRI,008-S3,Bambang Permana,60M473A959,3,696800,24.4,3
INV2501039629,SO2501039629,25/01/2025,C1129,PT SELATAN AUTOPARTS,009-S3,Hadi Darmawan,70Z186V901,54,476000,39.69,3
