Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2407031844,SO2407031844,18/07/2024,C1021,TOKO GEMILANG SERVIS,002-S3,Teguh Suryana,39X578K926,1,901200,22.36,3
INV2407031845,SO2407031845,28/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,47A230H350,1,447800,22.43,3
INV2407031846,SO2407031846,04/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,36U893W397,4,1531300,24.31,3
INV2407031847,SO2407031847,10/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,43J254Z398,1,575800,25.11,3
INV2407031848,SO2407031848,08/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,25D871S921,1,1000,21.48,3
INV2407031849,SO2407031849,02/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,79U795M165,2,1344200,20.55,3
INV2407031850,SO2407031850,03/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,97Y195W199,1,245500,19.76,3
INV2407031851,SO2407031851,15/07/2024,C1023,TOKO JAYA PARTS,002-S2,Agus Halim,26P115W528,1,128600,20.18,3
INV2407031852,SO2407031852,08/07/2024,C1024,TB SURYA MAKMUR,002-S1,Kusuma Darmawan,74L163C435,2,77000,21.9,3
INV2407031853,SO2407031853,05/07/2024,C1032,TB HARAPAN NIAGA,002-S4,Maman Susanto,57M624X879,10,173700,21.61,3
INV2407031854,SO2407031854,13/07/2024,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,37K884C842,5,1000,22.4,3
INV2407031855,SO2407031855,27/07/2024,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,85P440L610,26,360800,39.97,3
INV2407031856,SO2407031856,04/07/2024,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,41Z771E929,2,805700,24.34,3
INV2407031857,SO2407031857,03/07/2024,C1033,CV PERSADA PERDANA,002-S4,Maman Susanto,54F126K594,1,716500,24.33,3
INV2407031858,SO2407031858,12/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,51A987S639,11,368700,22.8,3
INV2407031859,SO2407031859,07/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,40M673N429,1,461600,22.62,3
INV2407031860,SO2407031860,26/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,57M624X879,25,345500,23.61,3
INV2407031861,SO2407031861,09/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,94D594J776,2,450500,23.69,3
INV2407031862,SO2407031862,04/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,37N358Y580,41,243300,39.31,3
INV2407031863,SO2407031863,22/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,85P440L610,96,251900,39.07,3
INV2407031864,SO2407031864,02/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,46R721H413,1,1051600,25.09,3
INV2407031865,SO2407031865,21/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,16M768T328,13,129900,26.33,3
INV2407031866,SO2407031866,22/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,95M390K208,331,51100,22.65,3
INV2407031867,SO2407031867,22/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,10X973T257,1,253500,23.03,3
INV2407031868,SO2407031868,01/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,84N838B423,46,306400,40.24,3
INV2407031869,SO2407031869,16/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,96Q332D906,19,202400,24.35,3
INV2407031870,SO2407031870,04/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,84N838B423,115,175700,39.66,3
INV2407031871,SO2407031871,28/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,87B337W776,174,97200,19.85,3
INV2407031872,SO2407031872,18/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,87B337W776,102,72600,23.62,3
INV2407031873,SO2407031873,28/07/2024,C1036,PT CIPTA SERVIS,003-S6,Dani Nugraha,87R614H330,4,540100,23.56,3
INV2407031874,SO2407031874,20/07/2024,C1037,UD HARAPAN MANDIRI,003-S2,Wibowo Cahyadi,57M624X879,1,48200,22.49,3
INV2407031875,SO2407031875,26/07/2024,C1037,UD HARAPAN MANDIRI,003-S2,Wibowo Cahyadi,10X735W177,3,502800,23.92,3
INV2407031876,SO2407031876,02/07/2024,C1037,UD HARAPAN MANDIRI,003-S2,Wibowo Cahyadi,48U216P581,6,680300,18.12,3
INV2407031877,SO2407031877,07/07/2024,C1037,UD HARAPAN MANDIRI,003-S2,Wibowo Cahyadi,75M374E211,2,1344900,22.24,3
INV2407031878,SO2407031878,06/07/2024,C1037,UD HARAPAN MANDIRI,003-S2,Wibowo Cahyadi,16M768T328,1,330000,25.01,3
INV2407031879,SO2407031879,26/07/2024,C1037,UD HARAPAN MANDIRI,003-S2,Wibowo Cahyadi,84Z132L329,1,127700,21.68,3
INV2407031880,SO2407031880,14/07/2024,C1038,PD MAKMUR BENGKEL,003-S3,Maman Permana,77H566Z746,3,416900,24.29,3
INV2407031881,SO2407031881,19/07/2024,C1038,PD MAKMUR BENGKEL,003-S3,Maman Permana,54J534Z357,2,708500,23.62,3
INV2407031882,SO2407031882,28/07/2024,C1038,PD MAKMUR BENGKEL,003-S3,Maman Permana,94R195J698,1,448900,15.22,3
INV2407031883,SO2407031883,04/07/2024,C1038,PD MAKMUR BENGKEL,003-S3,Maman Permana,76X842J278,3,209400,20.27,3
INV2407031884,SO2407031884,07/07/2024,C1039,CV PUTRA BENGKEL,003-S6,Dani Nugraha,29F312X575,5,1971300,22.2,3
INV2407031885,SO2407031885,08/07/2024,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,12M177G422,3,648100,24.41,3
INV2407031886,SO2407031886,22/07/2024,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,36B133Y681,2,725700,23.35,3
INV2407031887,SO2407031887,01/07/2024,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,57M624X879,10,265300,24.16,3
INV2407031888,SO2407031888,15/07/2024,C1043,PT LESTARI DIESEL,003-S5,Gunawan Hartono,45E231P273,97,39200,21.11,3
INV2407031889,SO2407031889,12/07/2024,C1043,PT LESTARI DIESEL,003-S5,Gunawan Hartono,16M768T328,14,176500,21.5,3
INV2407031890,SO2407031890,11/07/2024,C1043,PT LESTARI DIESEL,003-S5,Gunawan Hartono,57M624X879,4,190200,23.96,3
INV2407031891,SO2407031891,01/07/2024,C1043,PT LESTARI DIESEL,003-S5,Gunawan Hartono,26R776M721,6,1246700,24.04,3
INV2407031892,SO2407031892,21/07/2024,C1043,PT LESTARI DIESEL,003-S5,Gunawan Hartono,29R725Q543,3,169500,22.65,3
INV2407031893,SO2407031893,22/07/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S5,Gunawan Hartono,45G694X515,1,920900,20.34,3
INV2407031894,SO2407031894,18/07/2024,C1047,CV MANDIRI AUTO,003-S6,Dani Nugraha,16M768T328,25,274100,21.29,3
INV2407031895,SO2407031895,16/07/2024,C1047,CV MANDIRI AUTO,003-S6,Dani Nugraha,85A533A723,4,480800,25.07,3
INV2407031896,SO2407031896,05/07/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,75V703R224,2,551000,24.55,3
INV2407031897,SO2407031897,08/07/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,98Q138A829,1,1167500,24.72,3
INV2407031898,SO2407031898,21/07/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,43K359P654,239,369700,38.73,3
INV2407031899,SO2407031899,22/07/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,19K823Y952,108,12500,21.11,3
INV2407031900,SO2407031900,20/07/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,45E231P273,13,18100,22.1,3
INV2407031901,SO2407031901,24/07/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,12E542A580,1,11800,15.42,3
INV2407031902,SO2407031902,21/07/2024,C1052,TOKO AGUNG SERVIS,003-S1,Yuli Tanjung,43P255L527,3,379000,23.67,3
INV2407031903,SO2407031903,22/07/2024,C1059,PT UTAMA DIESEL,003-S2,Wibowo Cahyadi,90Z603Z817,1,1219000,18.92,3
INV2407031904,SO2407031904,23/07/2024,C1059,PT UTAMA DIESEL,003-S2,Wibowo Cahyadi,26W586L697,4,593600,17.56,3
INV2407031905,SO2407031905,24/07/2024,C1059,PT UTAMA DIESEL,003-S2,Wibowo Cahyadi,94X697H568,8,1081000,22.2,3
INV2407031906,SO2407031906,26/07/2024,C1059,PT UTAMA DIESEL,003-S2,Wibowo Cahyadi,25H599K478,2,869200,23.04,3
INV2407031907,SO2407031907,11/07/2024,C1060,TOKO BARAT OTOMOTIF,003-S1,Yuli Tanjung,47Y653F178,3,1000,22.36,3
INV2407031908,SO2407031908,21/07/2024,C1060,TOKO BARAT OTOMOTIF,003-S1,Yuli Tanjung,41R202G101,1,1000,27.46,3
INV2407031909,SO2407031909,07/07/2024,C1060,TOKO BARAT OTOMOTIF,003-S1,Yuli Tanjung,31Q672P274,2,505300,22.56,3
INV2407031910,SO2407031910,27/07/2024,C1060,TOKO BARAT OTOMOTIF,003-S1,Yuli Tanjung,71S327S910,1,963300,23.48,3
INV2407031911,SO2407031911,15/07/2024,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,25R487Y916,5,668800,24.67,3
INV2407031912,SO2407031912,05/07/2024,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,71M914N366,1,552900,25.69,3
INV2407031913,SO2407031913,09/07/2024,C1068,PT JAYA RAYA,004-S1,Joko Rahayu,96Q332D906,14,30000,21.88,3
INV2407031914,SO2407031914,09/07/2024,C1068,PT JAYA RAYA,004-S1,Joko Rahayu,66K414C819,1,164900,23.56,3
INV2407031915,SO2407031915,03/07/2024,C1068,PT JAYA RAYA,004-S1,Joko Rahayu,97R731G209,1,248700,22.97,3
INV2407031916,SO2407031916,20/07/2024,C1068,PT JAYA RAYA,004-S1,Joko Rahayu,90Z603Z817,3,1444900,18.04,3
INV2407031917,SO2407031917,21/07/2024,C1069,TB PERSADA RAYA,004-S3,Irfan Susanto,82G900T501,1,1000,23.88,3
INV2407031918,SO2407031918,11/07/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,49Q843K115,1,1862300,22.88,3
INV2407031919,SO2407031919,22/07/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,19J756V360,248,53200,21.87,3
INV2407031920,SO2407031920,28/07/2024,C1072,PD LOGAM MANDIRI,004-S1,Joko Rahayu,44T632M601,31,264300,37.94,3
INV2407031921,SO2407031921,21/07/2024,C1072,PD LOGAM MANDIRI,004-S1,Joko Rahayu,41Q701N649,1,442800,25.57,3
INV2407031922,SO2407031922,22/07/2024,C1072,PD LOGAM MANDIRI,004-S1,Joko Rahayu,50A246C480,2,742200,27.68,3
INV2407031923,SO2407031923,05/07/2024,C1072,PD LOGAM MANDIRI,004-S1,Joko Rahayu,37N358Y580,299,456600,38.85,3
INV2407031924,SO2407031924,06/07/2024,C1073,CV PERKASA NIAGA,004-S2,Yanto Pratama,80V154H945,2,258800,23.34,3
INV2407031925,SO2407031925,13/07/2024,C1073,CV PERKASA NIAGA,004-S2,Yanto Pratama,41A580U134,1,73400,23.05,3
INV2407031926,SO2407031926,19/07/2024,C1074,TB ANUGERAH SUKSES,004-S1,Joko Rahayu,16M768T328,6,250500,23.9,3
INV2407031927,SO2407031927,15/07/2024,C1074,TB ANUGERAH SUKSES,004-S1,Joko Rahayu,53Q775N627,1,1362200,22.8,3
INV2407031928,SO2407031928,10/07/2024,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,84N838B423,56,188500,39.07,3
INV2407031929,SO2407031929,03/07/2024,C1076,TOKO BUANA MAKMUR,004-S2,Yanto Pratama,95F283B408,1,932500,21.89,3
INV2407031930,SO2407031930,02/07/2024,C1076,TOKO BUANA MAKMUR,004-S2,Yanto Pratama,19J756V360,142,46100,24.7,3
INV2407031931,SO2407031931,23/07/2024,C1077,TOKO MAKMUR KARYA,004-S2,Yanto Pratama,37N358Y580,6,271100,39.33,3
INV2407031932,SO2407031932,03/07/2024,C1077,TOKO MAKMUR KARYA,004-S2,Yanto Pratama,36P154G667,2,1000,22.1,3
INV2407031933,SO2407031933,11/07/2024,C1077,TOKO MAKMUR KARYA,004-S2,Yanto Pratama,98D378R184,1,1137300,23.67,3
INV2407031934,SO2407031934,26/07/2024,C1077,TOKO MAKMUR KARYA,004-S2,Yanto Pratama,88T388H214,1,1000,16.07,3
INV2407031935,SO2407031935,14/07/2024,C1077,TOKO MAKMUR KARYA,004-S2,Yanto Pratama,49Q843K115,1,171900,24.46,3
INV2407031936,SO2407031936,16/07/2024,C1078,PT KARYA BERSATU,004-S3,Irfan Susanto,97W575P162,1,916300,19.13,3
INV2407031937,SO2407031937,08/07/2024,C1080,TOKO PRATAMA PARTS,004-S1,Joko Rahayu,12T880R720,2,20900,23.42,3
INV2407031938,SO2407031938,14/07/2024,C1080,TOKO PRATAMA PARTS,004-S1,Joko Rahayu,22E377W440,2,421400,25.13,3
INV2407031939,SO2407031939,01/07/2024,C1080,TOKO PRATAMA PARTS,004-S1,Joko Rahayu,70Z186V901,26,366000,39.11,3
INV2407031940,SO2407031940,03/07/2024,C1080,TOKO PRATAMA PARTS,004-S1,Joko Rahayu,16M768T328,18,97700,22.37,3
INV2407031941,SO2407031941,10/07/2024,C1080,TOKO PRATAMA PARTS,004-S1,Joko Rahayu,58A750A480,5,797500,25.75,3
INV2407031942,SO2407031942,04/07/2024,C1080,TOKO PRATAMA PARTS,004-S1,Joko Rahayu,33X522S648,1,1606400,17.61,3
INV2407031943,SO2407031943,20/07/2024,C1083,CV ANUGERAH SEJAHTERA,005-S1,Joko Cahyadi,39E725L581,2,653600,25.53,3
INV2407031944,SO2407031944,12/07/2024,C1083,CV ANUGERAH SEJAHTERA,005-S1,Joko Cahyadi,44T632M601,129,396500,37.65,3
INV2407031945,SO2407031945,07/07/2024,C1084,TB MEGA ABADI,005-S2,Fitri Nugraha,70Z186V901,18,402200,39.84,3
INV2407031946,SO2407031946,19/07/2024,C1088,TB DHARMA JASA,005-S3,Sigit Nugraha,47X449X759,3,987600,24.77,3
INV2407031947,SO2407031947,22/07/2024,C1089,PT AGUNG TEKNIK,005-S3,Sigit Nugraha,64V430P472,1,1327600,25.06,3
INV2407031948,SO2407031948,25/07/2024,C1095,PT BERSAMA PERDANA,006-S3,Fitri Purnama,35X894E383,1,1621800,21.37,3
INV2407031949,SO2407031949,27/07/2024,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,37N358Y580,328,388500,38.99,3
INV2407031950,SO2407031950,02/07/2024,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,57M624X879,42,170600,24.44,3
INV2407031951,SO2407031951,25/07/2024,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,41Y198A928,6,740000,21.41,3
INV2407031952,SO2407031952,02/07/2024,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,85P440L610,124,424500,38.14,3
INV2407031953,SO2407031953,13/07/2024,C1100,UD MAJU SERVIS,007-S6,Wati Saputra,74C888H480,3,1000,24.71,3
INV2407031954,SO2407031954,16/07/2024,C1100,UD MAJU SERVIS,007-S6,Wati Saputra,96E654F696,20,71400,22.06,3
INV2407031955,SO2407031955,22/07/2024,C1101,TB MANDIRI OTOMOTIF,007-S1,Teguh Hidayat,39L294P961,3,434900,20.89,3
INV2407031956,SO2407031956,22/07/2024,C1104,TOKO HARAPAN BERSATU,007-S3,Mahendra Permana,19K823Y952,73,58900,25.0,3
INV2407031957,SO2407031957,28/07/2024,C1105,PT MITRA BERSATU,007-S5,Yuli Handoko,57M624X879,6,117700,24.97,3
INV2407031958,SO2407031958,27/07/2024,C1105,PT MITRA BERSATU,007-S5,Yuli Handoko,57M624X879,6,342400,24.79,3
INV2407031959,SO2407031959,20/07/2024,C1106,TB ANUGERAH AUTOPARTS,007-S1,Teguh Hidayat,44T632M601,33,356000,34.25,3
INV2407031960,SO2407031960,11/07/2024,C1106,TB ANUGERAH AUTOPARTS,007-S1,Teguh Hidayat,45B168U194,5,1063300,23.56,3
INV2407031961,SO2407031961,07/07/2024,C1106,TB ANUGERAH AUTOPARTS,007-S1,Teguh Hidayat,53W780F867,1,196800,24.13,3
INV2407031962,SO2407031962,06/07/2024,C1106,TB ANUGERAH AUTOPARTS,007-S1,Teguh Hidayat,89S635C787,1,125200,26.03,3
INV2407031963,SO2407031963,01/07/2024,C1106,TB ANUGERAH AUTOPARTS,007-S1,Teguh Hidayat,16M768T328,3,162900,21.53,3
INV2407031964,SO2407031964,16/07/2024,C1108,TB GEMILANG PARTS,008-S2,Irfan Purnama,87B337W776,169,48700,23.7,3
INV2407031965,SO2407031965,20/07/2024,C1108,TB GEMILANG PARTS,008-S2,Irfan Purnama,92H891F411,41,62800,22.78,3
INV2407031966,SO2407031966,06/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,96Q332D906,38,127700,24.53,3
INV2407031967,SO2407031967,19/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,96E654F696,185,83900,21.82,3
INV2407031968,SO2407031968,08/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,62K404S197,1,251500,25.16,3
INV2407031969,SO2407031969,13/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,44T632M601,123,421300,37.65,3
INV2407031970,SO2407031970,12/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,97P770Z553,211,59100,20.73,3
INV2407031971,SO2407031971,03/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,92H891F411,23,1900,23.87,3
INV2407031972,SO2407031972,17/07/2024,C1109,CV HARAPAN MULTINDO,008-S1,Iwan Tanjung,58H875A720,11,589400,23.46,3
INV2407031973,SO2407031973,26/07/2024,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,25D871S921,3,248600,20.27,3
INV2407031974,SO2407031974,28/07/2024,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,85P440L610,86,336200,37.99,3
INV2407031975,SO2407031975,18/07/2024,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,64E121S962,1,462000,24.03,3
INV2407031976,SO2407031976,03/07/2024,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,57M624X879,27,336600,23.55,3
INV2407031977,SO2407031977,03/07/2024,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,49B642S501,1,1000,21.7,3
INV2407031978,SO2407031978,13/07/2024,C1110,TOKO SENTOSA BENGKEL,008-S3,Bambang Permana,57M624X879,72,214200,26.37,3
INV2407031979,SO2407031979,23/07/2024,C1111,TOKO UTAMA PRATAMA,008-S3,Bambang Permana,26R776M721,1,1000,24.51,3
INV2407031980,SO2407031980,09/07/2024,C1111,TOKO UTAMA PRATAMA,008-S3,Bambang Permana,79U880N345,1,1000,23.9,3
INV2407031981,SO2407031981,07/07/2024,C1111,TOKO UTAMA PRATAMA,008-S3,Bambang Permana,96E654F696,160,39100,22.43,3
INV2407031982,SO2407031982,07/07/2024,C1111,TOKO UTAMA PRATAMA,008-S3,Bambang Permana,18K660T884,1,1323100,24.41,3
INV2407031983,SO2407031983,19/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,63F416W427,1,182500,21.84,3
INV2407031984,SO2407031984,21/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,80Y213R395,7,1000,25.49,3
INV2407031985,SO2407031985,21/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,58S780M383,4,1450900,20.88,3
INV2407031986,SO2407031986,11/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,36F358D464,1,254500,28.65,3
INV2407031987,SO2407031987,12/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,44N881V844,1,1367300,24.57,3
INV2407031988,SO2407031988,27/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,43J432L273,1,496100,23.53,3
INV2407031989,SO2407031989,18/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,97Y195W199,1,222300,20.9,3
INV2407031990,SO2407031990,12/07/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,96E654F696,57,1000,19.06,3
INV2407031991,SO2407031991,13/07/2024,C1117,TOKO PRATAMA LESTARI,008-S3,Bambang Permana,96Q332D906,1,190200,24.04,3
INV2407031992,SO2407031992,18/07/2024,C1117,TOKO PRATAMA LESTARI,008-S3,Bambang Permana,72F224N806,1,1000,23.64,3
INV2407031993,SO2407031993,07/07/2024,C1119,PT HARAPAN SUKSES,008-S3,Bambang Permana,81V485X255,6,1001100,23.48,3
INV2407031994,SO2407031994,15/07/2024,C1120,TB ABADI SERVIS,008-S3,Bambang Permana,87L488V802,3,233500,21.7,3
INV2407031995,SO2407031995,27/07/2024,C1123,TOKO NUSANTARA SUKSES,008-S2,Irfan Purnama,68A422W264,3,645000,16.44,3
INV2407031996,SO2407031996,12/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,73A322U713,3,1000,26.49,3
INV2407031997,SO2407031997,01/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,83L957Q896,4,967300,26.23,3
INV2407031998,SO2407031998,08/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,37K977V231,1,755800,25.79,3
INV2407031999,SO2407031999,04/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,88L503E484,1,473900,23.63,3
INV2407032000,SO2407032000,28/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,38Y821H307,2,973800,21.74,3
INV2407032001,SO2407032001,21/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,56U604F607,1,958400,23.06,3
INV2407032002,SO2407032002,01/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,51H819F461,1,536300,24.21,3
INV2407032003,SO2407032003,15/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,47A354P117,4,302100,23.32,3
INV2407032004,SO2407032004,28/07/2024,C1125,PD SENTOSA SEJAHTERA,008-S4,Fitri Firmansyah,28X342K643,1,756900,25.09,3
INV2407032005,SO2407032005,21/07/2024,C1126,TOKO JAYA AUTOPARTS,008-S2,Irfan Purnama,57M624X879,3,262200,24.77,3
INV2407032006,SO2407032006,15/07/2024,C1127,PT BUANA MANDIRI,008-S3,Bambang Permana,92L152Y358,2,1008200,19.2,3
INV2407032007,SO2407032007,07/07/2024,C1128,TOKO BUANA ABADI,008-S4,Fitri Firmansyah,96Q332D906,32,250400,25.26,3
INV2407032008,SO2407032008,03/07/2024,C1128,TOKO BUANA ABADI,008-S4,Fitri Firmansyah,17U474H914,2,701700,24.24,3
INV2407032009,SO2407032009,12/07/2024,C1130,TOKO GRAHA TEKNIK,009-S3,Hadi Darmawan,80B886A390,2,216800,26.97,3
INV2407032010,SO2407032010,26/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,43K359P654,28,154400,37.88,3
INV2407032011,SO2407032011,09/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,56P271H718,7,272900,25.46,3
INV2407032012,SO2407032012,07/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,25P675F666,3,948000,23.39,3
INV2407032013,SO2407032013,27/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,44T632M601,3,332300,38.7,3
INV2407032014,SO2407032014,05/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,48P763Z436,1,90900,19.82,3
INV2407032015,SO2407032015,11/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,93T215P690,7,341700,22.35,3
INV2407032016,SO2407032016,15/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,54F126K594,2,772500,22.41,3
INV2407032017,SO2407032017,23/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,62X225Q619,8,553900,25.35,3
INV2407032018,SO2407032018,26/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,19K823Y952,33,67300,22.93,3
INV2407032019,SO2407032019,25/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,60U372M266,1,562700,23.19,3
INV2407032020,SO2407032020,16/07/2024,C1134,CV MAJU PARTS,009-S4,Umar Permana,57M624X879,2,191300,23.93,3
INV2407032021,SO2407032021,21/07/2024,C1136,PT TEKNIK PERKASA,009-S2,Yuli Pratama,97S668S734,1,435600,26.91,3
INV2407032022,SO2407032022,14/07/2024,C1136,PT TEKNIK PERKASA,009-S2,Yuli Pratama,97P770Z553,11,52200,19.89,3
INV2407032023,SO2407032023,22/07/2024,C1136,PT TEKNIK PERKASA,009-S2,Yuli Pratama,33K990W201,3,626000,23.11,3
INV2407032024,SO2407032024,25/07/2024,C1136,PT TEKNIK PERKASA,009-S2,Yuli Pratama,80T417D846,7,71700,23.12,3
INV2407032025,SO2407032025,05/07/2024,C1136,PT TEKNIK PERKASA,009-S2,Yuli Pratama,96E654F696,247,82700,21.35,3
INV2407032026,SO2407032026,19/07/2024,C1136,PT TEKNIK PERKASA,009-S2,Yuli Pratama,30P847N900,10,915400,24.51,3
