Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2401024482,SO2401024482,13/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,48Y236X479,9,1572500,20.95,3
INV2401024483,SO2401024483,03/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,97P770Z553,45,50800,21.51,3
INV2401024484,SO2401024484,24/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,82Z492C536,1,144700,20.62,3
INV2401024485,SO2401024485,28/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,16M768T328,38,82500,23.4,3
INV2401024486,SO2401024486,03/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,90Z603Z817,1,1542800,17.54,3
INV2401024487,SO2401024487,01/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,16W595U140,1,146100,16.94,3
INV2401024488,SO2401024488,10/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,39B553G685,1,468400,19.27,3
INV2401024489,SO2401024489,01/01/2024,C1030,UD MANDIRI BENGKEL,002-S2,Agus Halim,65V753N609,1,30600,14.54,3
INV2401024490,SO2401024490,01/01/2024,C1032,TB HARAPAN NIAGA,002-S4,Maman Susanto,57M624X879,12,261300,21.31,3
INV2401024491,SO2401024491,12/01/2024,C1033,CV PERSADA PERDANA,002-S3,Teguh Suryana,30D959H526,2,483700,23.45,3
INV2401024492,SO2401024492,20/01/2024,C1036,PT CIPTA SERVIS,003-S1,Yuli Tanjung,16M768T328,10,176900,24.8,3
INV2401024493,SO2401024493,27/01/2024,C1036,PT CIPTA SERVIS,003-S1,Yuli Tanjung,36M955J516,1,467900,25.32,3
INV2401024494,SO2401024494,09/01/2024,C1037,UD HARAPAN MANDIRI,003-S1,Yuli Tanjung,16M768T328,14,138500,24.45,3
INV2401024495,SO2401024495,19/01/2024,C1038,PD MAKMUR BENGKEL,003-S1,Yuli Tanjung,96Q332D906,10,157300,26.29,3
INV2401024496,SO2401024496,05/01/2024,C1038,PD MAKMUR BENGKEL,003-S1,Yuli Tanjung,19K823Y952,206,43000,23.09,3
INV2401024497,SO2401024497,19/01/2024,C1039,CV PUTRA BENGKEL,003-S2,Wibowo Cahyadi,37N358Y580,7,350100,36.61,3
INV2401024498,SO2401024498,07/01/2024,C1039,CV PUTRA BENGKEL,003-S2,Wibowo Cahyadi,37N358Y580,39,258500,40.33,3
INV2401024499,SO2401024499,05/01/2024,C1039,CV PUTRA BENGKEL,003-S2,Wibowo Cahyadi,96Q332D906,2,182200,24.78,3
INV2401024500,SO2401024500,07/01/2024,C1039,CV PUTRA BENGKEL,003-S2,Wibowo Cahyadi,57M624X879,4,163200,24.51,3
INV2401024501,SO2401024501,25/01/2024,C1040,CV AGUNG AUTOPARTS,003-S1,Yuli Tanjung,40S363D332,2,626300,21.4,3
INV2401024502,SO2401024502,19/01/2024,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,33J828N810,1,71700,22.86,3
INV2401024503,SO2401024503,04/01/2024,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,36X257E442,1,1072200,22.49,3
INV2401024504,SO2401024504,27/01/2024,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,56W241J510,1,223300,23.47,3
INV2401024505,SO2401024505,03/01/2024,C1043,PT LESTARI DIESEL,003-S1,Yuli Tanjung,97P770Z553,8,73100,22.71,3
INV2401024506,SO2401024506,24/01/2024,C1043,PT LESTARI DIESEL,003-S1,Yuli Tanjung,76M702H671,1,304000,16.42,3
INV2401024507,SO2401024507,02/01/2024,C1043,PT LESTARI DIESEL,003-S1,Yuli Tanjung,94R195J698,9,308500,18.13,3
INV2401024508,SO2401024508,13/01/2024,C1044,PT BERKAH KARYA,003-S2,Wibowo Cahyadi,33X522S648,1,1170800,20.35,3
INV2401024509,SO2401024509,18/01/2024,C1045,PT SURYA DIESEL MOTOR,003-S6,Dani Nugraha,55V555M578,8,454700,22.93,3
INV2401024510,SO2401024510,06/01/2024,C1045,PT SURYA DIESEL MOTOR,003-S6,Dani Nugraha,70Z555H754,2,1334200,24.17,3
INV2401024511,SO2401024511,05/01/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S2,Wibowo Cahyadi,95M390K208,42,48800,23.17,3
INV2401024512,SO2401024512,01/01/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S2,Wibowo Cahyadi,36U893W397,4,1000,25.38,3
INV2401024513,SO2401024513,08/01/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S2,Wibowo Cahyadi,66P952S787,1,1502200,24.75,3
INV2401024514,SO2401024514,21/01/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S2,Wibowo Cahyadi,57M624X879,1,86000,23.44,3
INV2401024515,SO2401024515,18/01/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S2,Wibowo Cahyadi,95R221K252,1,571600,24.29,3
INV2401024516,SO2401024516,06/01/2024,C1046,TOKO BERSAMA AUTOPARTS,003-S2,Wibowo Cahyadi,22B514J623,2,37300,23.68,3
INV2401024517,SO2401024517,03/01/2024,C1047,CV MANDIRI AUTO,003-S1,Yuli Tanjung,95M390K208,189,12700,22.03,3
INV2401024518,SO2401024518,12/01/2024,C1049,PT TIMUR KARYA,003-S3,Maman Permana,59B257Z511,2,165100,22.16,3
INV2401024519,SO2401024519,01/01/2024,C1050,TOKO PERKASA SPAREPART,003-S2,Wibowo Cahyadi,52K883U242,1,540300,24.36,3
INV2401024520,SO2401024520,06/01/2024,C1050,TOKO PERKASA SPAREPART,003-S2,Wibowo Cahyadi,28G984G911,1,265200,22.01,3
INV2401024521,SO2401024521,07/01/2024,C1050,TOKO PERKASA SPAREPART,003-S2,Wibowo Cahyadi,97P474S785,3,735200,23.84,3
INV2401024522,SO2401024522,03/01/2024,C1050,TOKO PERKASA SPAREPART,003-S2,Wibowo Cahyadi,66Y285B573,4,155000,25.96,3
INV2401024523,SO2401024523,16/01/2024,C1050,TOKO PERKASA SPAREPART,003-S2,Wibowo Cahyadi,96S397Q650,1,797700,26.22,3
INV2401024524,SO2401024524,08/01/2024,C1056,UD SETIA AUTO,003-S3,Maman Permana,29R369T610,3,310600,27.32,3
INV2401024525,SO2401024525,05/01/2024,C1058,PT SEJAHTERA PRATAMA,003-S6,Dani Nugraha,19K823Y952,161,51200,24.59,3
INV2401024526,SO2401024526,07/01/2024,C1058,PT SEJAHTERA PRATAMA,003-S6,Dani Nugraha,42H108A139,1,1121000,22.34,3
INV2401024527,SO2401024527,17/01/2024,C1059,PT UTAMA DIESEL,003-S6,Dani Nugraha,70E297V183,1,223600,23.04,3
INV2401024528,SO2401024528,28/01/2024,C1059,PT UTAMA DIESEL,003-S6,Dani Nugraha,46W392J467,3,1157900,22.95,3
INV2401024529,SO2401024529,22/01/2024,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,57M624X879,15,189200,20.95,3
INV2401024530,SO2401024530,18/01/2024,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,81J254A751,2,615600,22.0,3
INV2401024531,SO2401024531,23/01/2024,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,84N838B423,21,488100,39.09,3
INV2401024532,SO2401024532,12/01/2024,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,26P115W528,1,40600,19.09,3
INV2401024533,SO2401024533,15/01/2024,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,43K359P654,7,253500,38.6,3
INV2401024534,SO2401024534,28/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,88T388H214,1,1000,15.74,3
INV2401024535,SO2401024535,22/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,29E519C119,1,276900,23.86,3
INV2401024536,SO2401024536,24/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,56B477H382,335,121300,23.14,3
INV2401024537,SO2401024537,25/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,77H392U900,2,1317000,23.07,3
INV2401024538,SO2401024538,25/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,87B337W776,36,19300,21.77,3
INV2401024539,SO2401024539,08/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,59B525S865,2,273900,15.97,3
INV2401024540,SO2401024540,21/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,57M624X879,32,175400,24.93,3
INV2401024541,SO2401024541,20/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,89V924U181,6,170600,21.84,3
INV2401024542,SO2401024542,02/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,92H891F411,39,1000,22.94,3
INV2401024543,SO2401024543,19/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,42A118F969,1,1625100,22.79,3
INV2401024544,SO2401024544,01/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,97P770Z553,71,64000,22.05,3
INV2401024545,SO2401024545,08/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,96Q332D906,8,259100,23.35,3
INV2401024546,SO2401024546,26/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,97Y195W199,5,170200,17.81,3
INV2401024547,SO2401024547,26/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,88W413U220,2,665200,23.44,3
INV2401024548,SO2401024548,15/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,85P440L610,62,261700,36.25,3
INV2401024549,SO2401024549,10/01/2024,C1071,UD PERSADA PERKASA,004-S1,Joko Rahayu,96Q332D906,8,212500,25.46,3
INV2401024550,SO2401024550,14/01/2024,C1072,PD LOGAM MANDIRI,004-S2,Yanto Pratama,37N358Y580,31,458700,38.61,3
INV2401024551,SO2401024551,28/01/2024,C1072,PD LOGAM MANDIRI,004-S2,Yanto Pratama,31Z554W112,1,543900,24.01,3
INV2401024552,SO2401024552,05/01/2024,C1073,CV PERKASA NIAGA,004-S3,Irfan Susanto,65X259K303,2,568200,25.33,3
INV2401024553,SO2401024553,18/01/2024,C1073,CV PERKASA NIAGA,004-S3,Irfan Susanto,17C373N738,5,510500,23.15,3
INV2401024554,SO2401024554,09/01/2024,C1073,CV PERKASA NIAGA,004-S3,Irfan Susanto,37N358Y580,12,437400,37.07,3
INV2401024555,SO2401024555,17/01/2024,C1073,CV PERKASA NIAGA,004-S3,Irfan Susanto,85P440L610,14,237000,35.59,3
INV2401024556,SO2401024556,11/01/2024,C1073,CV PERKASA NIAGA,004-S3,Irfan Susanto,70Z186V901,77,407800,38.0,3
INV2401024557,SO2401024557,09/01/2024,C1073,CV PERKASA NIAGA,004-S3,Irfan Susanto,58T628K704,6,459400,23.6,3
INV2401024558,SO2401024558,20/01/2024,C1076,TOKO BUANA MAKMUR,004-S3,Irfan Susanto,70Z186V901,161,453100,39.51,3
INV2401024559,SO2401024559,01/01/2024,C1076,TOKO BUANA MAKMUR,004-S3,Irfan Susanto,39Q457B562,2,704200,25.59,3
INV2401024560,SO2401024560,11/01/2024,C1076,TOKO BUANA MAKMUR,004-S3,Irfan Susanto,25D871S921,4,191000,24.55,3
INV2401024561,SO2401024561,27/01/2024,C1082,PT UTARA BENGKEL,005-S3,Sigit Nugraha,85P440L610,117,431200,39.75,3
INV2401024562,SO2401024562,05/01/2024,C1084,TB MEGA ABADI,005-S1,Joko Cahyadi,14S117X892,2,1000,24.45,3
INV2401024563,SO2401024563,26/01/2024,C1084,TB MEGA ABADI,005-S1,Joko Cahyadi,19J756V360,29,1000,19.67,3
INV2401024564,SO2401024564,09/01/2024,C1084,TB MEGA ABADI,005-S1,Joko Cahyadi,49D688Y997,1,886200,23.51,3
INV2401024565,SO2401024565,16/01/2024,C1084,TB MEGA ABADI,005-S1,Joko Cahyadi,44T632M601,14,123100,39.18,3
INV2401024566,SO2401024566,13/01/2024,C1084,TB MEGA ABADI,005-S1,Joko Cahyadi,42C862D164,1,462200,23.24,3
INV2401024567,SO2401024567,14/01/2024,C1084,TB MEGA ABADI,005-S1,Joko Cahyadi,85P440L610,38,332700,40.23,3
INV2401024568,SO2401024568,11/01/2024,C1086,TOKO SURYA PARTS,005-S2,Fitri Nugraha,37N358Y580,18,249100,40.02,3
INV2401024569,SO2401024569,07/01/2024,C1086,TOKO SURYA PARTS,005-S2,Fitri Nugraha,26P115W528,2,154400,18.92,3
INV2401024570,SO2401024570,13/01/2024,C1089,PT AGUNG TEKNIK,005-S1,Joko Cahyadi,87Q378Y735,2,22600,24.82,3
INV2401024571,SO2401024571,28/01/2024,C1089,PT AGUNG TEKNIK,005-S1,Joko Cahyadi,85P440L610,71,174600,36.27,3
INV2401024572,SO2401024572,23/01/2024,C1089,PT AGUNG TEKNIK,005-S1,Joko Cahyadi,37N358Y580,249,289000,39.8,3
INV2401024573,SO2401024573,08/01/2024,C1089,PT AGUNG TEKNIK,005-S1,Joko Cahyadi,34F149U694,2,524300,22.33,3
INV2401024574,SO2401024574,03/01/2024,C1089,PT AGUNG TEKNIK,005-S1,Joko Cahyadi,81D707Q543,1,1037700,19.33,3
INV2401024575,SO2401024575,15/01/2024,C1089,PT AGUNG TEKNIK,005-S1,Joko Cahyadi,31K165H993,4,1679400,21.43,3
INV2401024576,SO2401024576,26/01/2024,C1092,UD PERSADA BENGKEL,005-S1,Joko Cahyadi,82Z492C536,2,286000,21.14,3
INV2401024577,SO2401024577,25/01/2024,C1092,UD PERSADA BENGKEL,005-S1,Joko Cahyadi,81D707Q543,1,672300,18.77,3
INV2401024578,SO2401024578,06/01/2024,C1093,TOKO SEJAHTERA SPAREPART,006-S2,Taufik Iskandar,51Z245C606,1,1658500,24.44,3
INV2401024579,SO2401024579,20/01/2024,C1093,TOKO SEJAHTERA SPAREPART,006-S2,Taufik Iskandar,57M624X879,1,230100,23.34,3
INV2401024580,SO2401024580,20/01/2024,C1093,TOKO SEJAHTERA SPAREPART,006-S2,Taufik Iskandar,94Y202M916,3,504200,21.91,3
INV2401024581,SO2401024581,23/01/2024,C1093,TOKO SEJAHTERA SPAREPART,006-S2,Taufik Iskandar,25G946F656,4,148700,24.12,3
INV2401024582,SO2401024582,05/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,90Z603Z817,1,1205100,20.26,3
INV2401024583,SO2401024583,26/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,97P770Z553,184,36700,24.08,3
INV2401024584,SO2401024584,18/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,74X945M907,1,354000,22.32,3
INV2401024585,SO2401024585,11/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,62S111X991,1,639300,25.25,3
INV2401024586,SO2401024586,26/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,33X522S648,3,389200,19.65,3
INV2401024587,SO2401024587,20/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,21T149W393,1,789400,22.76,3
INV2401024588,SO2401024588,15/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,57M624X879,33,21100,26.16,3
INV2401024589,SO2401024589,25/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,51N594J300,6,365800,21.49,3
INV2401024590,SO2401024590,05/01/2024,C1095,PT BERSAMA PERDANA,006-S4,Siti Mariadi,27V379U383,1,998800,18.96,3
INV2401024591,SO2401024591,01/01/2024,C1099,TOKO SENTOSA DIESEL,007-S5,Yuli Handoko,96T631Q688,1,1729300,21.05,3
INV2401024592,SO2401024592,17/01/2024,C1099,TOKO SENTOSA DIESEL,007-S5,Yuli Handoko,90S231Y861,1,493400,23.44,3
INV2401024593,SO2401024593,26/01/2024,C1099,TOKO SENTOSA DIESEL,007-S5,Yuli Handoko,89T532M657,1,1697700,21.5,3
INV2401024594,SO2401024594,17/01/2024,C1100,UD MAJU SERVIS,007-S1,Teguh Hidayat,81X171L832,3,14900,23.99,3
INV2401024595,SO2401024595,05/01/2024,C1100,UD MAJU SERVIS,007-S1,Teguh Hidayat,55G584B884,1,1674500,24.25,3
INV2401024596,SO2401024596,10/01/2024,C1101,TB MANDIRI OTOMOTIF,007-S1,Teguh Hidayat,57M624X879,18,350300,24.38,3
INV2401024597,SO2401024597,24/01/2024,C1101,TB MANDIRI OTOMOTIF,007-S1,Teguh Hidayat,36B133Y681,7,594900,20.99,3
INV2401024598,SO2401024598,15/01/2024,C1101,TB MANDIRI OTOMOTIF,007-S1,Teguh Hidayat,16M768T328,10,226100,22.91,3
INV2401024599,SO2401024599,22/01/2024,C1101,TB MANDIRI OTOMOTIF,007-S1,Teguh Hidayat,70E729E416,1,511500,24.59,3
INV2401024600,SO2401024600,21/01/2024,C1101,TB MANDIRI OTOMOTIF,007-S1,Teguh Hidayat,70Z186V901,32,347300,38.54,3
INV2401024601,SO2401024601,06/01/2024,C1102,CV PRIMA RAYA,007-S4,Wahyu Permana,70Z186V901,64,337200,36.1,3
INV2401024602,SO2401024602,02/01/2024,C1102,CV PRIMA RAYA,007-S4,Wahyu Permana,24L909F982,3,697100,24.31,3
INV2401024603,SO2401024603,28/01/2024,C1102,CV PRIMA RAYA,007-S4,Wahyu Permana,62K186W669,2,174200,25.48,3
INV2401024604,SO2401024604,08/01/2024,C1102,CV PRIMA RAYA,007-S4,Wahyu Permana,27T154B395,1,456800,15.54,3
INV2401024605,SO2401024605,04/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,11L852Y431,2,165000,24.45,3
INV2401024606,SO2401024606,03/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,96Q332D906,1,144800,23.92,3
INV2401024607,SO2401024607,07/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,67H756N981,1,1000,22.49,3
INV2401024608,SO2401024608,27/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,70Z186V901,16,258500,38.69,3
INV2401024609,SO2401024609,12/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,75Y273A306,1,963900,25.37,3
INV2401024610,SO2401024610,04/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,77H695J642,4,14500,22.33,3
INV2401024611,SO2401024611,23/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,84N838B423,90,419000,38.63,3
INV2401024612,SO2401024612,12/01/2024,C1105,PT MITRA BERSATU,007-S2,Iwan Iskandar,89E363Z388,1,1722400,23.86,3
INV2401024613,SO2401024613,01/01/2024,C1110,TOKO SENTOSA BENGKEL,008-S4,Fitri Firmansyah,19J756V360,6,43200,18.97,3
INV2401024614,SO2401024614,27/01/2024,C1110,TOKO SENTOSA BENGKEL,008-S4,Fitri Firmansyah,26P115W528,1,1000,20.64,3
INV2401024615,SO2401024615,16/01/2024,C1110,TOKO SENTOSA BENGKEL,008-S4,Fitri Firmansyah,20P533X720,2,127600,24.75,3
INV2401024616,SO2401024616,15/01/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,90Z603Z817,2,1241200,16.61,3
INV2401024617,SO2401024617,23/01/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,42L154G702,1,620000,17.98,3
INV2401024618,SO2401024618,03/01/2024,C1116,CV INDAH NIAGA,008-S3,Bambang Permana,90Z603Z817,1,836500,20.87,3
INV2401024619,SO2401024619,07/01/2024,C1117,TOKO PRATAMA LESTARI,008-S4,Fitri Firmansyah,11T405J741,1,441200,25.24,3
INV2401024620,SO2401024620,09/01/2024,C1119,PT HARAPAN SUKSES,008-S1,Iwan Tanjung,84N838B423,41,235100,41.74,3
INV2401024621,SO2401024621,12/01/2024,C1119,PT HARAPAN SUKSES,008-S1,Iwan Tanjung,27L337P307,3,395100,17.51,3
INV2401024622,SO2401024622,11/01/2024,C1119,PT HARAPAN SUKSES,008-S1,Iwan Tanjung,48P763Z436,3,289200,25.87,3
INV2401024623,SO2401024623,02/01/2024,C1119,PT HARAPAN SUKSES,008-S1,Iwan Tanjung,57M624X879,9,159000,24.91,3
INV2401024624,SO2401024624,10/01/2024,C1120,TB ABADI SERVIS,008-S3,Bambang Permana,16M768T328,18,203600,25.29,3
INV2401024625,SO2401024625,05/01/2024,C1121,TOKO SENTOSA MAKMUR,008-S3,Bambang Permana,97P770Z553,44,1000,21.22,3
INV2401024626,SO2401024626,23/01/2024,C1121,TOKO SENTOSA MAKMUR,008-S3,Bambang Permana,85W210U401,1,1104300,23.29,3
