Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2307019144,SO2307019144,27/07/2023,C1015,TOKO SELATAN JASA,001-S2,Budi Darmawan,23A433V455,35,109400,39.24,3
INV2307019145,SO2307019145,22/07/2023,C1015,TOKO SELATAN JASA,001-S2,Budi Darmawan,83N966R507,28,144400,24.7,3
INV2307019146,SO2307019146,01/07/2023,C1015,TOKO SELATAN JASA,001-S2,Budi Darmawan,64K665K693,2,75000,21.21,3
INV2307019147,SO2307019147,03/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,32S210F120,147,78200,25.1,3
INV2307019148,SO2307019148,18/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,32R809Q751,1,1257900,25.16,3
INV2307019149,SO2307019149,14/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,42U752R449,98,53800,21.47,3
INV2307019150,SO2307019150,05/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,49D152F236,4,995000,21.3,3
INV2307019151,SO2307019151,09/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,41U897M115,65,81100,21.91,3
INV2307019152,SO2307019152,07/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,91U572Q571,3,1115100,23.7,3
INV2307019153,SO2307019153,16/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,32S210F120,160,96000,20.85,3
INV2307019154,SO2307019154,04/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,85U563Z744,36,43200,22.37,3
INV2307019155,SO2307019155,05/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,59P940K881,4,1746000,23.46,3
INV2307019156,SO2307019156,20/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,70Y738J607,11,17100,22.35,3
INV2307019157,SO2307019157,26/07/2023,C1018,PT SURYA TEKNIK,002-S3,Teguh Suryana,26E746H324,2,374700,23.27,3
INV2307019158,SO2307019158,26/07/2023,C1019,CV INDAH PERDANA,002-S2,Agus Halim,27L963A118,1,341200,26.26,3
INV2307019159,SO2307019159,28/07/2023,C1020,PT CIPTA SUKSES,002-S3,Teguh Suryana,43W402Q526,1,409900,21.99,3
INV2307019160,SO2307019160,14/07/2023,C1020,PT CIPTA SUKSES,002-S3,Teguh Suryana,31X462H370,5,1000,24.96,3
INV2307019161,SO2307019161,17/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,53X688B643,1,1810600,22.35,3
INV2307019162,SO2307019162,20/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,62P431T438,2,390600,23.1,3
INV2307019163,SO2307019163,13/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,70D647D973,3,221300,23.57,3
INV2307019164,SO2307019164,12/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,36Y516D676,1,46500,23.61,3
INV2307019165,SO2307019165,01/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,89L218K963,23,235200,39.92,3
INV2307019166,SO2307019166,15/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,61J404R106,1,852100,22.61,3
INV2307019167,SO2307019167,26/07/2023,C1021,TOKO GEMILANG SERVIS,002-S2,Agus Halim,57W884R941,2,626700,23.84,3
INV2307019168,SO2307019168,12/07/2023,C1023,TOKO JAYA PARTS,002-S4,Maman Susanto,71A540Y782,2,241200,22.71,3
INV2307019169,SO2307019169,17/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,85J775Z562,10,760500,23.36,3
INV2307019170,SO2307019170,18/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,30G101Z311,1,725800,24.45,3
INV2307019171,SO2307019171,08/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,23A433V455,5,310300,38.82,3
INV2307019172,SO2307019172,28/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,52V193L524,5,1168900,25.86,3
INV2307019173,SO2307019173,03/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,52R599N440,2,652500,26.45,3
INV2307019174,SO2307019174,23/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,71J223B266,45,302500,38.81,3
INV2307019175,SO2307019175,18/07/2023,C1024,TB SURYA MAKMUR,002-S3,Teguh Suryana,73Z662Z686,1,1669300,23.33,3
INV2307019176,SO2307019176,08/07/2023,C1025,TOKO MAJU BERSATU,002-S4,Maman Susanto,56W831G361,1,1000,21.67,3
INV2307019177,SO2307019177,25/07/2023,C1026,PT ABADI UTAMA,002-S1,Kusuma Darmawan,41U842C151,1,1255600,18.18,3
INV2307019178,SO2307019178,08/07/2023,C1026,PT ABADI UTAMA,002-S1,Kusuma Darmawan,41U897M115,38,43600,24.06,3
INV2307019179,SO2307019179,07/07/2023,C1026,PT ABADI UTAMA,002-S1,Kusuma Darmawan,83N966R507,30,150600,21.55,3
INV2307019180,SO2307019180,14/07/2023,C1026,PT ABADI UTAMA,002-S1,Kusuma Darmawan,83N966R507,7,160100,23.08,3
INV2307019181,SO2307019181,10/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,18M933Z603,1,135100,21.92,3
INV2307019182,SO2307019182,16/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,96Y185J332,1,728900,23.48,3
INV2307019183,SO2307019183,18/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,81F409T245,3,61300,20.88,3
INV2307019184,SO2307019184,07/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,41U897M115,64,37600,24.09,3
INV2307019185,SO2307019185,20/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,32J185Z397,6,715400,24.53,3
INV2307019186,SO2307019186,24/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,81F409T245,107,47800,22.29,3
INV2307019187,SO2307019187,24/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,58A902J743,4,1000,21.63,3
INV2307019188,SO2307019188,03/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,19Q107Y707,7,14900,23.86,3
INV2307019189,SO2307019189,17/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,25Q403X156,155,35100,24.97,3
INV2307019190,SO2307019190,27/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,85U563Z744,281,23600,23.63,3
INV2307019191,SO2307019191,15/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,84S831K282,5,541600,22.67,3
INV2307019192,SO2307019192,15/07/2023,C1027,CV LOGAM OTOMOTIF,002-S1,Kusuma Darmawan,75V355A142,2,527300,22.95,3
INV2307019193,SO2307019193,06/07/2023,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,32S210F120,279,31300,21.92,3
INV2307019194,SO2307019194,28/07/2023,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,94Z994A852,1,593400,25.93,3
INV2307019195,SO2307019195,06/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,90H277P446,3,413100,23.77,3
INV2307019196,SO2307019196,18/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,25V110F191,5,577500,15.99,3
INV2307019197,SO2307019197,04/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,95G824T574,1,336700,25.02,3
INV2307019198,SO2307019198,26/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,42W684N943,1,86300,29.42,3
INV2307019199,SO2307019199,14/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,68Q326L191,5,591800,25.12,3
INV2307019200,SO2307019200,05/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,98L903X990,1,2192000,23.72,3
INV2307019201,SO2307019201,08/07/2023,C1030,UD MANDIRI BENGKEL,002-S1,Kusuma Darmawan,60G387D173,1,400000,26.33,3
INV2307019202,SO2307019202,24/07/2023,C1032,TB HARAPAN NIAGA,002-S4,Maman Susanto,52U604V741,4,484200,17.17,3
INV2307019203,SO2307019203,08/07/2023,C1033,CV PERSADA PERDANA,002-S2,Agus Halim,81F409T245,291,55600,22.95,3
INV2307019204,SO2307019204,19/07/2023,C1033,CV PERSADA PERDANA,002-S2,Agus Halim,13S423M197,2,597700,22.79,3
INV2307019205,SO2307019205,22/07/2023,C1034,UD BERSAMA PERKASA,002-S2,Agus Halim,51U592J197,2,1362800,25.74,3
INV2307019206,SO2307019206,13/07/2023,C1034,UD BERSAMA PERKASA,002-S2,Agus Halim,89L218K963,240,457000,37.06,3
INV2307019207,SO2307019207,25/07/2023,C1035,TB SENTOSA PRATAMA,002-S3,Teguh Suryana,98F878B887,1,1761300,22.07,3
INV2307019208,SO2307019208,15/07/2023,C1035,TB SENTOSA PRATAMA,002-S3,Teguh Suryana,89L218K963,22,392900,40.24,3
INV2307019209,SO2307019209,12/07/2023,C1035,TB SENTOSA PRATAMA,002-S3,Teguh Suryana,19Q107Y707,91,12600,24.12,3
INV2307019210,SO2307019210,07/07/2023,C1035,TB SENTOSA PRATAMA,002-S3,Teguh Suryana,40U618J784,2,636400,16.1,3
INV2307019211,SO2307019211,14/07/2023,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,73N660Y104,186,54700,24.04,3
INV2307019212,SO2307019212,15/07/2023,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,51P613L260,1,263800,25.65,3
INV2307019213,SO2307019213,28/07/2023,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,38B790F133,37,336200,41.31,3
INV2307019214,SO2307019214,14/07/2023,C1041,PT MAKMUR DIESEL MOTOR,003-S4,Surya Suryadi,69N611V778,4,423900,21.55,3
INV2307019215,SO2307019215,17/07/2023,C1043,PT LESTARI DIESEL,003-S3,Maman Permana,98E933J278,1,1387600,21.92,3
INV2307019216,SO2307019216,10/07/2023,C1043,PT LESTARI DIESEL,003-S3,Maman Permana,37T405A708,1,851800,19.16,3
INV2307019217,SO2307019217,24/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,71A540Y782,2,204200,19.97,3
INV2307019218,SO2307019218,26/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,37Y936G402,4,1000,23.48,3
INV2307019219,SO2307019219,06/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,36W960M806,27,78200,23.82,3
INV2307019220,SO2307019220,25/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,91A800B878,2,137200,17.13,3
INV2307019221,SO2307019221,12/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,77C316C979,3,46600,24.24,3
INV2307019222,SO2307019222,22/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,58S113S771,6,382900,23.99,3
INV2307019223,SO2307019223,08/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,45F391G365,2,1137700,23.61,3
INV2307019224,SO2307019224,11/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,24A557Z680,4,78300,24.9,3
INV2307019225,SO2307019225,06/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,48N978T721,1,582700,23.87,3
INV2307019226,SO2307019226,07/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,41U842C151,1,942100,19.83,3
INV2307019227,SO2307019227,01/07/2023,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,18L926D746,1,298500,27.3,3
INV2307019228,SO2307019228,25/07/2023,C1046,TOKO BERSAMA AUTOPARTS,003-S6,Dani Nugraha,16G116Y122,1,1050300,26.74,3
INV2307019229,SO2307019229,12/07/2023,C1046,TOKO BERSAMA AUTOPARTS,003-S6,Dani Nugraha,44K775Y917,4,677400,24.06,3
INV2307019230,SO2307019230,20/07/2023,C1046,TOKO BERSAMA AUTOPARTS,003-S6,Dani Nugraha,71J223B266,7,274900,39.04,3
INV2307019231,SO2307019231,14/07/2023,C1046,TOKO BERSAMA AUTOPARTS,003-S6,Dani Nugraha,13K855U244,97,72500,21.69,3
INV2307019232,SO2307019232,06/07/2023,C1047,CV MANDIRI AUTO,003-S6,Dani Nugraha,49K691S632,2,1000,23.55,3
INV2307019233,SO2307019233,17/07/2023,C1047,CV MANDIRI AUTO,003-S6,Dani Nugraha,51P457R772,1,1000,23.02,3
INV2307019234,SO2307019234,20/07/2023,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,37M942P372,5,431400,25.73,3
INV2307019235,SO2307019235,15/07/2023,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,78H397M125,1,1000,22.2,3
INV2307019236,SO2307019236,08/07/2023,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,28Z665M306,1,1207200,21.12,3
INV2307019237,SO2307019237,03/07/2023,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,62G366F449,2,621500,25.7,3
INV2307019238,SO2307019238,17/07/2023,C1049,PT TIMUR KARYA,003-S4,Surya Suryadi,67B846Q378,2,186200,21.12,3
INV2307019239,SO2307019239,22/07/2023,C1049,PT TIMUR KARYA,003-S4,Surya Suryadi,58C567D876,2,116400,17.87,3
INV2307019240,SO2307019240,16/07/2023,C1049,PT TIMUR KARYA,003-S4,Surya Suryadi,33P348N157,8,1000,24.43,3
INV2307019241,SO2307019241,08/07/2023,C1052,TOKO AGUNG SERVIS,003-S5,Gunawan Hartono,23A433V455,18,362000,34.18,3
INV2307019242,SO2307019242,26/07/2023,C1053,TB PERSADA SPAREPART,003-S2,Wibowo Cahyadi,81F409T245,225,52500,22.3,3
INV2307019243,SO2307019243,06/07/2023,C1053,TB PERSADA SPAREPART,003-S2,Wibowo Cahyadi,52N105K497,24,230200,39.36,3
INV2307019244,SO2307019244,07/07/2023,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,13X668Z623,24,301000,38.32,3
INV2307019245,SO2307019245,12/07/2023,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,89L218K963,8,294100,39.88,3
INV2307019246,SO2307019246,02/07/2023,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,89L218K963,274,324200,36.82,3
INV2307019247,SO2307019247,18/07/2023,C1054,CV MANDIRI UTAMA,003-S1,Yuli Tanjung,52N105K497,39,297900,39.99,3
INV2307019248,SO2307019248,24/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,89L218K963,120,138600,40.08,3
INV2307019249,SO2307019249,03/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,27S815X363,3,576300,26.58,3
INV2307019250,SO2307019250,18/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,89L218K963,75,222600,42.15,3
INV2307019251,SO2307019251,06/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,19N934A538,1,1043200,23.59,3
INV2307019252,SO2307019252,11/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,94X650Z700,5,409000,25.64,3
INV2307019253,SO2307019253,12/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,71J223B266,28,513600,39.28,3
INV2307019254,SO2307019254,04/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,97L135D167,8,81500,25.32,3
INV2307019255,SO2307019255,10/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,71J223B266,16,233500,39.29,3
INV2307019256,SO2307019256,26/07/2023,C1055,TB DHARMA MULTINDO,003-S6,Dani Nugraha,33U885U545,3,1000,20.74,3
INV2307019257,SO2307019257,12/07/2023,C1057,UD BUANA SEJAHTERA,003-S1,Yuli Tanjung,32S210F120,119,33200,26.46,3
INV2307019258,SO2307019258,07/07/2023,C1057,UD BUANA SEJAHTERA,003-S1,Yuli Tanjung,57N313K941,1,1000,22.06,3
INV2307019259,SO2307019259,14/07/2023,C1057,UD BUANA SEJAHTERA,003-S1,Yuli Tanjung,13X668Z623,80,121900,39.43,3
INV2307019260,SO2307019260,09/07/2023,C1057,UD BUANA SEJAHTERA,003-S1,Yuli Tanjung,29Y732T634,30,151400,26.34,3
INV2307019261,SO2307019261,10/07/2023,C1057,UD BUANA SEJAHTERA,003-S1,Yuli Tanjung,12R227G649,5,1000,23.77,3
INV2307019262,SO2307019262,04/07/2023,C1058,PT SEJAHTERA PRATAMA,003-S1,Yuli Tanjung,42R195H722,2,401100,23.15,3
INV2307019263,SO2307019263,28/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,85U563Z744,78,11700,18.35,3
INV2307019264,SO2307019264,01/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,38B790F133,186,354500,38.12,3
INV2307019265,SO2307019265,21/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,98F878B887,1,342100,24.19,3
INV2307019266,SO2307019266,25/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,32S210F120,1,46200,21.37,3
INV2307019267,SO2307019267,20/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,46J206V719,2,776700,24.91,3
INV2307019268,SO2307019268,28/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,13X668Z623,152,395800,37.98,3
INV2307019269,SO2307019269,06/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,38B790F133,14,361000,38.97,3
INV2307019270,SO2307019270,13/07/2023,C1059,PT UTAMA DIESEL,003-S4,Surya Suryadi,33W345M492,1,1298000,26.24,3
INV2307019271,SO2307019271,28/07/2023,C1062,PD MANDIRI JASA,003-S2,Wibowo Cahyadi,62N896W152,1,422400,18.31,3
INV2307019272,SO2307019272,23/07/2023,C1062,PD MANDIRI JASA,003-S2,Wibowo Cahyadi,78V979K791,4,441700,25.26,3
INV2307019273,SO2307019273,20/07/2023,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,89L218K963,64,312700,39.9,3
INV2307019274,SO2307019274,08/07/2023,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,13F710D144,2,142300,24.29,3
INV2307019275,SO2307019275,27/07/2023,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,49N860E548,1,1500100,24.38,3
INV2307019276,SO2307019276,02/07/2023,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,38B790F133,45,331300,40.17,3
INV2307019277,SO2307019277,16/07/2023,C1063,CV SURYA OTOMOTIF,003-S6,Dani Nugraha,37T405A708,1,1156300,19.76,3
INV2307019278,SO2307019278,07/07/2023,C1065,TB TEKNIK DIESEL MOTOR,004-S2,Yanto Pratama,23A433V455,18,205800,38.64,3
INV2307019279,SO2307019279,28/07/2023,C1065,TB TEKNIK DIESEL MOTOR,004-S2,Yanto Pratama,70H461X318,1,2312600,24.27,3
INV2307019280,SO2307019280,11/07/2023,C1065,TB TEKNIK DIESEL MOTOR,004-S2,Yanto Pratama,15P778Z422,5,9700,25.48,3
INV2307019281,SO2307019281,26/07/2023,C1065,TB TEKNIK DIESEL MOTOR,004-S2,Yanto Pratama,25V110F191,1,547300,17.39,3
INV2307019282,SO2307019282,10/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,55B886Q142,3,876700,24.3,3
INV2307019283,SO2307019283,17/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,85Q919H443,1,807200,25.99,3
INV2307019284,SO2307019284,21/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,52N105K497,77,223900,37.72,3
INV2307019285,SO2307019285,03/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,16C160H445,1,277700,20.32,3
INV2307019286,SO2307019286,09/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,83N966R507,11,338600,26.46,3
INV2307019287,SO2307019287,17/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,71J223B266,123,414600,37.57,3
INV2307019288,SO2307019288,19/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,43D524F704,2,762200,26.71,3
INV2307019289,SO2307019289,01/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,67S678S566,1,876700,23.82,3
INV2307019290,SO2307019290,21/07/2023,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,83N966R507,4,166600,22.89,3
INV2307019291,SO2307019291,18/07/2023,C1069,TB PERSADA RAYA,004-S1,Joko Rahayu,67B846Q378,3,159000,19.72,3
INV2307019292,SO2307019292,05/07/2023,C1070,PD PRATAMA MULTINDO,004-S3,Irfan Susanto,70A645U221,7,651600,23.24,3
INV2307019293,SO2307019293,03/07/2023,C1070,PD PRATAMA MULTINDO,004-S3,Irfan Susanto,52N105K497,57,349800,41.2,3
INV2307019294,SO2307019294,23/07/2023,C1070,PD PRATAMA MULTINDO,004-S3,Irfan Susanto,70Y738J607,6,19300,25.27,3
INV2307019295,SO2307019295,02/07/2023,C1070,PD PRATAMA MULTINDO,004-S3,Irfan Susanto,72N148E767,3,892400,19.47,3
INV2307019296,SO2307019296,10/07/2023,C1070,PD PRATAMA MULTINDO,004-S3,Irfan Susanto,14N173U937,7,623300,26.23,3
INV2307019297,SO2307019297,07/07/2023,C1070,PD PRATAMA MULTINDO,004-S3,Irfan Susanto,17A401W548,1,1312900,23.74,3
