Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2507055035,SO2507055035,19/07/2025,C1015,TOKO SELATAN JASA,001-S4,Wahyu Fauzi,25Q403X156,55,62800,21.39,3
INV2507055036,SO2507055036,16/07/2025,C1015,TOKO SELATAN JASA,001-S4,Wahyu Fauzi,23S142G638,6,357100,24.93,3
INV2507055037,SO2507055037,06/07/2025,C1017,PT CAHAYA MOTOR,002-S2,Agus Halim,23A433V455,42,265800,37.52,3
INV2507055038,SO2507055038,14/07/2025,C1017,PT CAHAYA MOTOR,002-S2,Agus Halim,39P162C970,1,28500,23.23,3
INV2507055039,SO2507055039,01/07/2025,C1017,PT CAHAYA MOTOR,002-S2,Agus Halim,73N660Y104,27,50500,21.05,3
INV2507055040,SO2507055040,06/07/2025,C1018,PT SURYA TEKNIK,002-S2,Agus Halim,85U563Z744,61,12300,23.09,3
INV2507055041,SO2507055041,23/07/2025,C1018,PT SURYA TEKNIK,002-S2,Agus Halim,13K855U244,61,133600,22.96,3
INV2507055042,SO2507055042,16/07/2025,C1018,PT SURYA TEKNIK,002-S2,Agus Halim,40G538B810,2,1004800,21.33,3
INV2507055043,SO2507055043,21/07/2025,C1019,CV INDAH PERDANA,002-S1,Kusuma Darmawan,23A433V455,128,354000,39.89,3
INV2507055044,SO2507055044,08/07/2025,C1022,CV UTAMA MULTINDO,002-S4,Maman Susanto,29P759G246,3,1057000,23.79,3
INV2507055045,SO2507055045,14/07/2025,C1022,CV UTAMA MULTINDO,002-S4,Maman Susanto,51A972F635,1,1643000,21.91,3
INV2507055046,SO2507055046,01/07/2025,C1022,CV UTAMA MULTINDO,002-S4,Maman Susanto,42X713Q847,3,939400,22.66,3
INV2507055047,SO2507055047,16/07/2025,C1022,CV UTAMA MULTINDO,002-S4,Maman Susanto,79A466N287,1,134700,26.92,3
INV2507055048,SO2507055048,04/07/2025,C1022,CV UTAMA MULTINDO,002-S4,Maman Susanto,29Y732T634,41,121100,23.83,3
INV2507055049,SO2507055049,09/07/2025,C1023,TOKO JAYA PARTS,002-S4,Maman Susanto,72N148E767,4,1438000,17.99,3
INV2507055050,SO2507055050,06/07/2025,C1026,PT ABADI UTAMA,002-S4,Maman Susanto,44C623L870,13,867900,23.55,3
INV2507055051,SO2507055051,02/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,38B790F133,54,304300,39.08,3
INV2507055052,SO2507055052,06/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,89L218K963,16,280900,37.21,3
INV2507055053,SO2507055053,24/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,89L218K963,101,301100,41.16,3
INV2507055054,SO2507055054,09/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,61W532L773,2,1000,24.13,3
INV2507055055,SO2507055055,12/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,71J223B266,8,382000,40.53,3
INV2507055056,SO2507055056,28/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,13K855U244,3,38300,26.01,3
INV2507055057,SO2507055057,11/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,73N660Y104,31,29100,24.87,3
INV2507055058,SO2507055058,09/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,89L218K963,64,366900,40.84,3
INV2507055059,SO2507055059,27/07/2025,C1028,CV MEGA SPAREPART,002-S4,Maman Susanto,13K855U244,73,7000,21.38,3
INV2507055060,SO2507055060,25/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,14S552U233,1,226900,22.04,3
INV2507055061,SO2507055061,09/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,46A649W573,4,1000,14.28,3
INV2507055062,SO2507055062,15/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,83N966R507,13,115000,25.56,3
INV2507055063,SO2507055063,04/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,90S324B865,2,74600,21.9,3
INV2507055064,SO2507055064,01/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,35S912J235,1,21700,25.15,3
INV2507055065,SO2507055065,01/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,77K641Z637,2,200900,24.71,3
INV2507055066,SO2507055066,08/07/2025,C1030,UD MANDIRI BENGKEL,002-S4,Maman Susanto,84X616B662,1,301100,24.53,3
INV2507055067,SO2507055067,14/07/2025,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,22E731B495,1,1000,24.37,3
INV2507055068,SO2507055068,01/07/2025,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,35D708V592,1,392300,24.42,3
INV2507055069,SO2507055069,12/07/2025,C1031,PD PRIMA NIAGA,002-S3,Teguh Suryana,25Y141Y586,178,45100,20.04,3
INV2507055070,SO2507055070,21/07/2025,C1032,TB HARAPAN NIAGA,002-S4,Maman Susanto,16M366Z630,1,493400,16.81,3
INV2507055071,SO2507055071,20/07/2025,C1032,TB HARAPAN NIAGA,002-S4,Maman Susanto,52N105K497,31,259400,37.36,3
INV2507055072,SO2507055072,14/07/2025,C1032,TB HARAPAN NIAGA,002-S4,Maman Susanto,16W702V549,6,594800,25.08,3
INV2507055073,SO2507055073,24/07/2025,C1034,UD BERSAMA PERKASA,002-S4,Maman Susanto,96L318M968,1,495500,22.27,3
INV2507055074,SO2507055074,16/07/2025,C1040,CV AGUNG AUTOPARTS,003-S6,Dani Nugraha,31Q920X554,2,218800,24.36,3
INV2507055075,SO2507055075,23/07/2025,C1040,CV AGUNG AUTOPARTS,003-S6,Dani Nugraha,71J223B266,87,429700,38.94,3
INV2507055076,SO2507055076,25/07/2025,C1040,CV AGUNG AUTOPARTS,003-S6,Dani Nugraha,32S210F120,101,69200,23.39,3
INV2507055077,SO2507055077,05/07/2025,C1040,CV AGUNG AUTOPARTS,003-S6,Dani Nugraha,49L153N369,1,106400,20.89,3
INV2507055078,SO2507055078,06/07/2025,C1040,CV AGUNG AUTOPARTS,003-S6,Dani Nugraha,39N477W717,1,1000,24.23,3
INV2507055079,SO2507055079,24/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,83N966R507,10,251800,22.58,3
INV2507055080,SO2507055080,01/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,83N966R507,25,323400,23.32,3
INV2507055081,SO2507055081,12/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,33J434X549,3,310700,23.33,3
INV2507055082,SO2507055082,25/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,42U752R449,125,11900,23.99,3
INV2507055083,SO2507055083,08/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,42Z712L736,2,1104600,22.91,3
INV2507055084,SO2507055084,06/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,13X668Z623,30,257300,37.47,3
INV2507055085,SO2507055085,19/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,36W960M806,8,175100,25.07,3
INV2507055086,SO2507055086,14/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,70J290F107,11,165800,23.66,3
INV2507055087,SO2507055087,23/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,81F409T245,22,49300,20.21,3
INV2507055088,SO2507055088,14/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,27Y817U523,4,290300,24.4,3
INV2507055089,SO2507055089,01/07/2025,C1041,PT MAKMUR DIESEL MOTOR,003-S5,Gunawan Hartono,39N468Q232,5,378700,25.02,3
INV2507055090,SO2507055090,21/07/2025,C1044,PT BERKAH KARYA,003-S5,Gunawan Hartono,85U563Z744,7,28700,24.24,3
INV2507055091,SO2507055091,20/07/2025,C1045,PT SURYA DIESEL MOTOR,003-S5,Gunawan Hartono,98N911P422,1,1256400,25.62,3
INV2507055092,SO2507055092,16/07/2025,C1045,PT SURYA DIESEL MOTOR,003-S5,Gunawan Hartono,53Y437R223,3,963000,23.88,3
INV2507055093,SO2507055093,16/07/2025,C1045,PT SURYA DIESEL MOTOR,003-S5,Gunawan Hartono,29X499Q359,6,1008400,23.34,3
INV2507055094,SO2507055094,04/07/2025,C1045,PT SURYA DIESEL MOTOR,003-S5,Gunawan Hartono,66N295W454,1,1000,24.4,3
INV2507055095,SO2507055095,10/07/2025,C1045,PT SURYA DIESEL MOTOR,003-S5,Gunawan Hartono,66K859G597,1,99700,24.75,3
INV2507055096,SO2507055096,01/07/2025,C1047,CV MANDIRI AUTO,003-S2,Wibowo Cahyadi,65D975F171,1,311400,25.32,3
INV2507055097,SO2507055097,19/07/2025,C1047,CV MANDIRI AUTO,003-S2,Wibowo Cahyadi,84X180N205,5,1000,21.78,3
INV2507055098,SO2507055098,16/07/2025,C1047,CV MANDIRI AUTO,003-S2,Wibowo Cahyadi,87H494D533,1,1000,24.12,3
INV2507055099,SO2507055099,05/07/2025,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,29K793E307,2,239800,24.89,3
INV2507055100,SO2507055100,04/07/2025,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,32A342Y829,2,1435500,23.03,3
INV2507055101,SO2507055101,10/07/2025,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,60U766P258,3,798400,23.67,3
INV2507055102,SO2507055102,05/07/2025,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,82H272L398,1,320700,24.94,3
INV2507055103,SO2507055103,09/07/2025,C1048,PT PRIMA ABADI,003-S2,Wibowo Cahyadi,60B550K505,1,1313300,21.77,3
INV2507055104,SO2507055104,26/07/2025,C1051,TOKO ABADI NIAGA,003-S2,Wibowo Cahyadi,39U953X855,2,104700,23.18,3
INV2507055105,SO2507055105,27/07/2025,C1051,TOKO ABADI NIAGA,003-S2,Wibowo Cahyadi,40A243G404,4,223200,24.21,3
INV2507055106,SO2507055106,06/07/2025,C1051,TOKO ABADI NIAGA,003-S2,Wibowo Cahyadi,23A433V455,18,341200,36.7,3
INV2507055107,SO2507055107,23/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,13M469L410,1,1252600,24.06,3
INV2507055108,SO2507055108,22/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,76U712E144,1,1029700,22.26,3
INV2507055109,SO2507055109,04/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,72Q802Q143,1,962500,24.28,3
INV2507055110,SO2507055110,10/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,79A886E924,2,1213300,22.2,3
INV2507055111,SO2507055111,16/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,52N105K497,10,313600,38.58,3
INV2507055112,SO2507055112,28/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,55Z660A421,1,607700,23.14,3
INV2507055113,SO2507055113,22/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,62X276N454,5,1000,21.04,3
INV2507055114,SO2507055114,20/07/2025,C1055,TB DHARMA MULTINDO,003-S3,Maman Permana,91K777N691,1,1122100,26.01,3
INV2507055115,SO2507055115,17/07/2025,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,40R366R442,2,1028400,20.56,3
INV2507055116,SO2507055116,02/07/2025,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,67S678S566,2,651400,23.6,3
INV2507055117,SO2507055117,03/07/2025,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,71J223B266,2,335200,39.99,3
INV2507055118,SO2507055118,16/07/2025,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,74V642F192,3,1086200,25.15,3
INV2507055119,SO2507055119,18/07/2025,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,79H724T698,1,1000,24.31,3
INV2507055120,SO2507055120,26/07/2025,C1056,UD SETIA AUTO,003-S2,Wibowo Cahyadi,29W452D255,1,859400,27.3,3
INV2507055121,SO2507055121,17/07/2025,C1058,PT SEJAHTERA PRATAMA,003-S1,Yuli Tanjung,36W960M806,8,71500,23.91,3
INV2507055122,SO2507055122,13/07/2025,C1058,PT SEJAHTERA PRATAMA,003-S1,Yuli Tanjung,12Z138Z334,6,1308800,25.36,3
INV2507055123,SO2507055123,21/07/2025,C1058,PT SEJAHTERA PRATAMA,003-S1,Yuli Tanjung,83N966R507,4,347700,24.67,3
INV2507055124,SO2507055124,05/07/2025,C1058,PT SEJAHTERA PRATAMA,003-S1,Yuli Tanjung,79A509G922,2,101100,21.07,3
INV2507055125,SO2507055125,13/07/2025,C1062,PD MANDIRI JASA,003-S2,Wibowo Cahyadi,22G205X121,1,318400,25.88,3
INV2507055126,SO2507055126,23/07/2025,C1062,PD MANDIRI JASA,003-S2,Wibowo Cahyadi,52U604V741,1,715700,16.5,3
INV2507055127,SO2507055127,14/07/2025,C1063,CV SURYA OTOMOTIF,003-S1,Yuli Tanjung,52N105K497,50,350900,39.22,3
INV2507055128,SO2507055128,17/07/2025,C1063,CV SURYA OTOMOTIF,003-S1,Yuli Tanjung,83N966R507,18,269300,22.38,3
INV2507055129,SO2507055129,10/07/2025,C1064,TB ANUGERAH GEMILANG,004-S1,Joko Rahayu,85U563Z744,60,55500,21.57,3
INV2507055130,SO2507055130,15/07/2025,C1064,TB ANUGERAH GEMILANG,004-S1,Joko Rahayu,25Q403X156,43,19900,21.19,3
INV2507055131,SO2507055131,05/07/2025,C1065,TB TEKNIK DIESEL MOTOR,004-S3,Irfan Susanto,23A433V455,65,231600,42.74,3
INV2507055132,SO2507055132,06/07/2025,C1065,TB TEKNIK DIESEL MOTOR,004-S3,Irfan Susanto,33W345M492,2,1000,24.54,3
INV2507055133,SO2507055133,04/07/2025,C1065,TB TEKNIK DIESEL MOTOR,004-S3,Irfan Susanto,89L218K963,135,426800,38.3,3
INV2507055134,SO2507055134,10/07/2025,C1067,PT PRIMA OTOMOTIF,004-S2,Yanto Pratama,61D690L808,1,1476300,24.81,3
INV2507055135,SO2507055135,23/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,52N105K497,34,349400,36.92,3
INV2507055136,SO2507055136,07/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,15R790U273,2,369600,23.28,3
INV2507055137,SO2507055137,18/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,19Q107Y707,243,24100,26.56,3
INV2507055138,SO2507055138,24/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,36W960M806,40,240500,24.47,3
INV2507055139,SO2507055139,05/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,13K855U244,84,14000,19.71,3
INV2507055140,SO2507055140,12/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,83R814L637,3,1960400,26.54,3
INV2507055141,SO2507055141,13/07/2025,C1074,TB ANUGERAH SUKSES,004-S3,Irfan Susanto,68Y537M668,1,1080000,22.78,3
INV2507055142,SO2507055142,04/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,31D224H171,5,363900,15.51,3
INV2507055143,SO2507055143,11/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,25Q403X156,38,53100,24.47,3
INV2507055144,SO2507055144,12/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,60Z223M648,7,415000,21.73,3
INV2507055145,SO2507055145,10/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,13F211Z431,4,245000,23.7,3
INV2507055146,SO2507055146,24/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,23A433V455,27,276800,40.72,3
INV2507055147,SO2507055147,21/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,89L218K963,11,203300,41.7,3
INV2507055148,SO2507055148,14/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,81F409T245,61,10900,21.51,3
INV2507055149,SO2507055149,09/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,29T950W466,2,692700,16.13,3
INV2507055150,SO2507055150,15/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,49L153N369,2,1000,19.15,3
INV2507055151,SO2507055151,01/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,83N966R507,37,50300,24.73,3
INV2507055152,SO2507055152,27/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,36C381V657,2,837700,22.58,3
INV2507055153,SO2507055153,04/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,84D543E223,1,694500,22.69,3
INV2507055154,SO2507055154,02/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,89L218K963,13,196800,38.57,3
INV2507055155,SO2507055155,18/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,65R737L558,3,1000,18.46,3
INV2507055156,SO2507055156,16/07/2025,C1075,TB SENTOSA JASA,004-S1,Joko Rahayu,27W409L630,2,636600,21.0,3
INV2507055157,SO2507055157,18/07/2025,C1076,TOKO BUANA MAKMUR,004-S3,Irfan Susanto,58P554H540,1,579400,21.66,3
INV2507055158,SO2507055158,27/07/2025,C1076,TOKO BUANA MAKMUR,004-S3,Irfan Susanto,12C840J750,1,769100,16.05,3
INV2507055159,SO2507055159,04/07/2025,C1076,TOKO BUANA MAKMUR,004-S3,Irfan Susanto,11T864Y819,1,515500,14.54,3
INV2507055160,SO2507055160,14/07/2025,C1077,TOKO MAKMUR KARYA,004-S1,Joko Rahayu,37T405A708,1,1577200,16.73,3
INV2507055161,SO2507055161,23/07/2025,C1077,TOKO MAKMUR KARYA,004-S1,Joko Rahayu,31P601Q377,1,471500,23.71,3
INV2507055162,SO2507055162,22/07/2025,C1078,PT KARYA BERSATU,004-S3,Irfan Susanto,19Q107Y707,133,37000,23.93,3
INV2507055163,SO2507055163,27/07/2025,C1078,PT KARYA BERSATU,004-S3,Irfan Susanto,86A638N482,3,289900,22.3,3
INV2507055164,SO2507055164,22/07/2025,C1078,PT KARYA BERSATU,004-S3,Irfan Susanto,29Z360X868,6,595700,25.31,3
INV2507055165,SO2507055165,04/07/2025,C1078,PT KARYA BERSATU,004-S3,Irfan Susanto,81F409T245,35,20400,21.88,3
INV2507055166,SO2507055166,16/07/2025,C1080,TOKO PRATAMA PARTS,004-S2,Yanto Pratama,42E241N176,2,440900,22.88,3
INV2507055167,SO2507055167,17/07/2025,C1080,TOKO PRATAMA PARTS,004-S2,Yanto Pratama,31S890F705,3,1000,23.06,3
INV2507055168,SO2507055168,16/07/2025,C1080,TOKO PRATAMA PARTS,004-S2,Yanto Pratama,57V862W109,4,691200,24.41,3
INV2507055169,SO2507055169,17/07/2025,C1080,TOKO PRATAMA PARTS,004-S2,Yanto Pratama,81N375G707,3,204100,22.89,3
INV2507055170,SO2507055170,12/07/2025,C1081,UD MANDIRI KARYA,004-S3,Irfan Susanto,71V103S795,2,265100,23.48,3
INV2507055171,SO2507055171,10/07/2025,C1081,UD MANDIRI KARYA,004-S3,Irfan Susanto,29Y732T634,3,311000,23.81,3
INV2507055172,SO2507055172,04/07/2025,C1082,PT UTARA BENGKEL,005-S1,Joko Cahyadi,76Y953C512,2,1402800,23.74,3
INV2507055173,SO2507055173,10/07/2025,C1082,PT UTARA BENGKEL,005-S1,Joko Cahyadi,13C667Z122,1,966800,23.96,3
INV2507055174,SO2507055174,03/07/2025,C1082,PT UTARA BENGKEL,005-S1,Joko Cahyadi,83N966R507,1,209400,23.36,3
INV2507055175,SO2507055175,16/07/2025,C1085,PT SENTOSA UTAMA,005-S2,Fitri Nugraha,70Y738J607,14,11400,23.23,3
INV2507055176,SO2507055176,16/07/2025,C1085,PT SENTOSA UTAMA,005-S2,Fitri Nugraha,18V754Y756,2,829600,25.63,3
INV2507055177,SO2507055177,15/07/2025,C1085,PT SENTOSA UTAMA,005-S2,Fitri Nugraha,89L218K963,77,406600,38.23,3
INV2507055178,SO2507055178,05/07/2025,C1085,PT SENTOSA UTAMA,005-S2,Fitri Nugraha,29Y732T634,6,229100,22.28,3
INV2507055179,SO2507055179,17/07/2025,C1087,TB MAKMUR GEMILANG,005-S2,Fitri Nugraha,45W233Q378,5,1080700,23.66,3
INV2507055180,SO2507055180,05/07/2025,C1087,TB MAKMUR GEMILANG,005-S2,Fitri Nugraha,52U604V741,1,1530800,19.12,3
INV2507055181,SO2507055181,08/07/2025,C1088,TB DHARMA JASA,005-S3,Sigit Nugraha,47Y230Y345,3,107900,26.22,3
INV2507055182,SO2507055182,21/07/2025,C1088,TB DHARMA JASA,005-S3,Sigit Nugraha,94Z788L888,5,991300,25.27,3
INV2507055183,SO2507055183,07/07/2025,C1090,CV ABADI LESTARI,005-S1,Joko Cahyadi,92V174L914,1,87100,22.69,3
INV2507055184,SO2507055184,01/07/2025,C1090,CV ABADI LESTARI,005-S1,Joko Cahyadi,50K556F979,1,563300,21.19,3
INV2507055185,SO2507055185,23/07/2025,C1090,CV ABADI LESTARI,005-S1,Joko Cahyadi,29X812J491,3,709400,22.71,3
INV2507055186,SO2507055186,06/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,74F400X540,1,1000,19.88,3
INV2507055187,SO2507055187,11/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,70L953W917,2,104100,21.43,3
INV2507055188,SO2507055188,08/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,67Z718V132,15,1260000,23.91,3
INV2507055189,SO2507055189,24/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,17C114X703,1,740300,26.04,3
INV2507055190,SO2507055190,23/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,85V976J925,1,716400,25.12,3
INV2507055191,SO2507055191,25/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,65H715K154,1,739500,21.34,3
INV2507055192,SO2507055192,14/07/2025,C1091,PT CIPTA NIAGA,005-S3,Sigit Nugraha,35Z315R978,2,656000,22.17,3
INV2507055193,SO2507055193,24/07/2025,C1094,TB JAYA PERDANA,006-S2,Taufik Iskandar,33L408G683,2,715100,25.21,3
INV2507055194,SO2507055194,01/07/2025,C1097,PT LOGAM RAYA,006-S4,Siti Mariadi,17N236E205,10,791600,22.75,3
INV2507055195,SO2507055195,02/07/2025,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,21G225R714,2,214300,26.25,3
INV2507055196,SO2507055196,12/07/2025,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,89L218K963,153,318800,40.97,3
INV2507055197,SO2507055197,19/07/2025,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,76Z410A765,1,2209500,24.62,3
INV2507055198,SO2507055198,03/07/2025,C1098,PD ABADI PRATAMA,007-S4,Wahyu Permana,94C128J337,2,671700,26.23,3
INV2507055199,SO2507055199,02/07/2025,C1100,UD MAJU SERVIS,007-S4,Wahyu Permana,40J692Q469,1,254900,23.33,3
INV2507055200,SO2507055200,21/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,41L706Z812,1,518900,17.37,3
INV2507055201,SO2507055201,14/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,25Q403X156,33,46600,20.71,3
INV2507055202,SO2507055202,21/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,13X668Z623,45,367600,40.18,3
INV2507055203,SO2507055203,23/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,19Q107Y707,59,52200,21.41,3
INV2507055204,SO2507055204,03/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,52N105K497,149,260500,40.89,3
INV2507055205,SO2507055205,20/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,38B790F133,73,377900,40.38,3
INV2507055206,SO2507055206,26/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,70T593N262,1,957200,20.81,3
INV2507055207,SO2507055207,01/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,29Y732T634,6,191500,21.73,3
INV2507055208,SO2507055208,04/07/2025,C1101,TB MANDIRI OTOMOTIF,007-S5,Yuli Handoko,41Y346W246,2,1000,15.57,3
INV2507055209,SO2507055209,09/07/2025,C1102,CV PRIMA RAYA,007-S1,Teguh Hidayat,41U842C151,2,1633900,17.71,3
INV2507055210,SO2507055210,14/07/2025,C1103,TB SEJAHTERA MULTINDO,007-S4,Wahyu Permana,22C803R126,4,643100,24.01,3
